n_str,repetition,m4,e4,n4,h4,epsilon4,epsilon4_h0,epsilon4_h1,epsilon4_h2,alpha_minus_epsilon4,N4_star,mondrian_rank,approx_rank,certified_rank,mondrian_finite,approx_finite,certified_finite,mondrian_coverage,approx_coverage,certified_coverage
2000,25,72,0.19181728441678042,9,0,0.0,0.0,0.3826907790061855,0.3974410854260623,0.1,9,9,9,9,1,1,1,0.9095315024232633,0.9095315024232633,0.9095315024232633
5000,25,162,0.12787818961118694,9,0,0.0,0.0,0.24749316316753112,0.24749316316753112,0.1,9,9,9,9,1,1,1,0.9095315024232633,0.9095315024232633,0.9095315024232633
10000,25,277,0.09779442601248794,9,0,0.0,0.0,0.1837125362461004,0.19953157058346843,0.1,9,9,9,9,1,1,1,0.9095315024232633,0.9095315024232633,0.9095315024232633
20000,25,586,0.06723651244874064,9,0,0.0,0.0,0.15702213865474696,0.15975411027882855,0.1,9,9,9,9,1,1,1,0.9095315024232633,0.9095315024232633,0.9095315024232633
50000,25,1526,0.04166551169169547,9,2,0.08701829277033474,0.0,0.08701829277033474,0.08701829277033474,0.012981707229665268,92,9,84,92,1,1,1,0.9095315024232633,0.9024232633279483,0.9838449111470113
500,26,7,0.6151839078419695,6,0,0.0,0.0,1.0,1.0,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,26,28,0.30759195392098476,6,0,0.0,0.0,0.5206471200162537,0.5223650049917213,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,26,66,0.20034661945836324,6,0,0.0,0.0,0.3994270453642301,0.3994270453642301,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,26,149,0.13334012328758782,6,0,0.0,0.0,0.2851388882633686,0.2851388882633686,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,26,304,0.09335061742660138,6,0,0.0,0.0,0.18308668895994357,0.19019345086036366,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,26,604,0.06622706629510566,6,0,0.0,0.0,0.136378467145973,0.136378467145973,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,26,1521,0.04173393924919819,6,2,0.08504284525425784,0.0,0.07472516496531609,0.08504284525425784,0.014957154745742163,87,,80,87,0,1,1,1.0,0.9160862354892205,0.9930348258706467
500,27,15,0.42025061437781924,2,0,0.0,0.0,0.7051563548615911,0.8092679250714208,0.1,2,,,,0,0,0,1.0,1.0,1.0
1000,27,29,0.3022421205312754,2,0,0.0,0.0,0.6235732054698686,0.6235732054698686,0.1,2,,,,0,0,0,1.0,1.0,1.0
2000,27,57,0.21558401640106428,2,0,0.0,0.0,0.42763471241364753,0.42763471241364753,0.1,2,,,,0,0,0,1.0,1.0,1.0
5000,27,141,0.13707063673830402,2,0,0.0,0.0,0.2886921355881239,0.2886921355881239,0.1,2,,,,0,0,0,1.0,1.0,1.0
10000,27,315,0.09170620243990732,2,0,0.0,0.0,0.2217378097349315,0.2217378097349315,0.1,2,,,,0,0,0,1.0,1.0,1.0
20000,27,605,0.06617231054676534,2,0,0.0,0.0,0.13510828213210566,0.1425452189398759,0.1,2,,,,0,0,0,1.0,1.0,1.0
50000,27,1490,0.04216584930764364,2,1,0.07851033508084394,0.0,0.07851033508084394,0.09321299778642013,0.021489664919156062,46,,43,46,0,1,1,1.0,0.9407504937458855,0.9921000658327848
500,28,18,0.38363456883356084,6,0,0.0,0.0,0.6769080848428892,0.7016600428901896,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,28,29,0.3022421205312754,6,0,0.0,0.0,0.5325007488702991,0.5546805375781411,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,28,53,0.22357129981173743,6,0,0.0,0.0,0.4169313519543172,0.4169313519543172,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,28,126,0.14500023763729894,6,0,0.0,0.0,0.2664691986407874,0.2664691986407874,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,28,297,0.09444430213787292,6,0,0.0,0.0,0.18885651994089567,0.19821758549755034,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,28,606,0.06611769038843054,6,0,0.0,0.0,0.1253957741484446,0.1253957741484446,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,28,1510,0.04188567444870058,6,2,0.09581296669092268,0.0,0.088288400822113,0.09581296669092268,0.004187033309077326,94,,86,,0,1,0,1.0,0.9033409017191047,1.0
500,29,10,0.5146997846583985,3,0,0.0,0.0,1.0,1.0,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,29,27,0.31323631377828476,3,0,0.0,0.0,0.562039824312338,0.562039824312338,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,29,52,0.22571078683512474,3,0,0.0,0.0,0.40180541480542076,0.44188068901758415,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,29,153,0.1315855715334242,3,0,0.0,0.0,0.26977832813482805,0.26977832813482805,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,29,277,0.09779442601248794,3,0,0.0,0.0,0.20295355090196668,0.2092630684905216,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,29,610,0.06590055452979479,3,0,0.0,0.0,0.13828141279692585,0.1568792615228686,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,29,1506,0.041941262627704964,3,2,0.09653743378730198,0.0,0.08724061888440789,0.09653743378730198,0.003462566212698026,94,,86,,0,1,0,1.0,0.9093315684976837,1.0
500,30,9,0.5425412102395765,8,0,0.0,0.0,1.0,1.0,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,30,24,0.33223728237975353,8,0,0.0,0.0,0.6073735813721203,0.651316376506338,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,30,57,0.21558401640106428,8,0,0.0,0.0,0.42959905155732986,0.42959905155732986,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,30,158,0.12948678353148335,8,0,0.0,0.0,0.26419176675299927,0.26419176675299927,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,30,332,0.08932745168378717,8,0,0.0,0.0,0.18796237336437982,0.18796237336437982,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,30,562,0.06865715903132535,8,0,0.0,0.0,0.12998895017808232,0.14748469827708693,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,30,1503,0.04198309930905718,8,1,0.08034029418471618,0.0,0.08034029418471618,0.09314967219430031,0.019659705815283826,48,,45,,0,1,0,1.0,0.8458672086720868,1.0
500,31,13,0.4514215736702495,6,0,0.0,0.0,0.838727710085233,0.9136511985203009,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,31,26,0.319203255916136,6,0,0.0,0.0,0.7394647375949887,0.7394647375949887,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,31,66,0.20034661945836324,6,0,0.0,0.0,0.3900836132736314,0.3900836132736314,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,31,165,0.12671032780068753,6,0,0.0,0.0,0.22937188197281713,0.2479594446984007,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,31,320,0.09098692700180233,6,0,0.0,0.0,0.17798098708762666,0.17798098708762666,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,31,617,0.06552566007666777,6,0,0.0,0.0,0.11931069216795112,0.13402146982599533,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,31,1484,0.042251004256665635,6,2,0.07982544087553552,0.0,0.07208544640288549,0.07982544087553552,0.02017455912446449,81,,74,81,0,1,1,1.0,0.8645096056622852,0.9811257162116616
500,32,13,0.4514215736702495,6,0,0.0,0.0,0.8281515017794387,0.9568643730665674,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,32,24,0.33223728237975353,6,0,0.0,0.0,0.6191987256360462,0.6191987256360462,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,32,70,0.19453823286637434,6,0,0.0,0.0,0.44477396543662545,0.44477396543662545,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,32,161,0.12827471208100977,6,0,0.0,0.0,0.23687194962504593,0.23687194962504593,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,32,305,0.0931974579839435,6,0,0.0,0.0,0.18300661353218048,0.18300661353218048,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,32,629,0.06489760411227476,6,0,0.0,0.0,0.1324270685028978,0.13998020829005176,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,32,1554,0.041288440481836414,6,0,0.0,0.0,0.10374488259196175,0.10374488259196175,0.1,6,,,,0,0,0,1.0,1.0,1.0
500,33,12,0.4698544706674272,10,0,0.0,0.0,0.8740652042491572,0.9779452725882704,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
1000,33,31,0.2923298337811533,10,0,0.0,0.0,0.5884308891784411,0.6125904991407783,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
2000,33,70,0.19453823286637434,10,0,0.0,0.0,0.37649386347975433,0.44559135583451787,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
5000,33,141,0.13707063673830402,10,0,0.0,0.0,0.29787916167622186,0.29787916167622186,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
10000,33,306,0.09304504993759179,10,0,0.0,0.0,0.18519967569245388,0.190400059756851,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
20000,33,573,0.06799495263161266,10,0,0.0,0.0,0.18494369414136214,0.18494369414136214,0.1,10,10,10,10,1,1,1,0.9707681849082257,0.9707681849082257,0.9707681849082257
50000,33,1555,0.041275162320862126,10,2,0.07892331713815014,0.0,0.07892331713815014,0.07892331713815014,0.02107668286184987,95,10,87,94,1,1,1,0.9707681849082257,0.9000679809653297,0.9813052345343304
500,34,18,0.38363456883356084,5,0,0.0,0.0,0.8528429708785035,0.8528429708785035,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,34,25,0.32552472614374584,5,0,0.0,0.0,0.7053635268043621,0.7053635268043621,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,34,58,0.21371745298786668,5,0,0.0,0.0,0.4133599368552192,0.447495014950963,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,34,160,0.12867494616459962,5,0,0.0,0.0,0.23152400257620676,0.23152400257620676,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,34,310,0.09244281027668767,5,0,0.0,0.0,0.18122482409658677,0.1999245366270131,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,34,645,0.06408761787401619,5,0,0.0,0.0,0.12102092284739245,0.12667762670769672,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,34,1503,0.04198309930905718,5,1,0.09848768101967742,0.0,0.09848768101967742,0.10417655291282005,0.0015123189803225856,52,,48,,0,1,0,1.0,0.9415363698164514,1.0
500,35,17,0.39475671460027256,5,0,0.0,0.0,0.70142843257576,0.7322249600250865,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,35,24,0.33223728237975353,5,0,0.0,0.0,0.5764035922776701,0.5764035922776701,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,35,67,0.19884587458609926,5,0,0.0,0.0,0.38899574370457,0.39713605123494344,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,35,175,0.12303678156839391,5,0,0.0,0.0,0.24841782822612096,0.25182805458904595,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,35,278,0.09761837829815252,5,0,0.0,0.0,0.18444779421221125,0.18444779421221125,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,35,573,0.06799495263161266,5,0,0.0,0.0,0.13117682010857423,0.13117682010857423,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,35,1444,0.04283220080838761,5,2,0.07676266463856832,0.0,0.07351090679862601,0.07676266463856832,0.023237335361431688,91,,83,90,0,1,1,1.0,0.8148886673313394,0.9521435692921236
500,36,14,0.4350007129118968,2,0,0.0,0.0,0.9055379771058718,0.9287425416386932,0.1,2,,,,0,0,0,1.0,1.0,1.0
1000,36,28,0.30759195392098476,2,0,0.0,0.0,0.5616058867274245,0.5629792569442593,0.1,2,,,,0,0,0,1.0,1.0,1.0
2000,36,71,0.19316338713798736,2,0,0.0,0.0,0.3426204074893672,0.3426204074893672,0.1,2,,,,0,0,0,1.0,1.0,1.0
5000,36,142,0.1365871409222332,2,0,0.0,0.0,0.27525113284532027,0.27525113284532027,0.1,2,,,,0,0,0,1.0,1.0,1.0
10000,36,267,0.09960894856379665,2,0,0.0,0.0,0.2101690222410008,0.224000182763492,0.1,2,,,,0,0,0,1.0,1.0,1.0
20000,36,605,0.06617231054676534,2,0,0.0,0.0,0.12202464952869171,0.12202464952869171,0.1,2,,,,0,0,0,1.0,1.0,1.0
50000,36,1516,0.04180270505501885,2,2,0.07847446154075749,0.0,0.07847446154075749,0.07847446154075749,0.021525538459242516,96,,88,95,0,1,1,1.0,0.9121242153947803,0.9818301949124546
500,37,23,0.33938298766476444,6,0,0.0,0.0,0.7312743394986363,0.7312743394986363,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,37,35,0.275118607319722,6,0,0.0,0.0,0.6292630422297725,0.6292630422297725,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,37,61,0.20839585138227815,6,0,0.0,0.0,0.43340328018720975,0.4540693449326292,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,37,137,0.13905727127853038,6,0,0.0,0.0,0.2709169976739011,0.2709169976739011,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,37,292,0.09524946847142562,6,0,0.0,0.0,0.20448598387628208,0.20448598387628208,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,37,614,0.06568554399083078,6,0,0.0,0.0,0.11826458329995897,0.1419863273583557,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,37,1468,0.042480630970830095,6,2,0.09779652936205886,0.0,0.08747914010850844,0.09779652936205886,0.0022034706379411434,92,,84,,0,1,0,1.0,0.9047619047619048,1.0
500,38,15,0.42025061437781924,6,0,0.0,0.0,0.806515103733283,0.8552808925634118,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,38,28,0.30759195392098476,6,0,0.0,0.0,0.6180581009329397,0.6699086550340602,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,38,64,0.20345295383984116,6,0,0.0,0.0,0.3788665295810363,0.3788665295810363,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,38,146,0.13470309012111864,6,0,0.0,0.0,0.28817707209650684,0.28817707209650684,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,38,334,0.08905960264998776,6,0,0.0,0.0,0.16520798177344753,0.16520798177344753,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,38,637,0.06448879623860707,6,0,0.0,0.0,0.11663718111773602,0.12397230253973242,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,38,1548,0.04136837945402825,6,2,0.09020205536492878,0.0,0.08597152321694973,0.09020205536492878,0.00979794463507122,93,,85,,0,1,0,1.0,0.8949950932286556,1.0
500,39,14,0.4350007129118968,10,0,0.0,0.0,0.7443261884432244,0.7443261884432244,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
1000,39,30,0.2971620592243688,10,0,0.0,0.0,0.5631450866827793,0.5866841681564825,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
2000,39,62,0.20670840780978977,10,0,0.0,0.0,0.41837694761594424,0.41837694761594424,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
5000,39,157,0.129898507252619,10,0,0.0,0.0,0.2803775996628941,0.2803775996628941,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
10000,39,322,0.09070391876723395,10,0,0.0,0.0,0.18177514968814645,0.18177514968814645,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
20000,39,583,0.06740928321523526,10,0,0.0,0.0,0.14575374757514337,0.1489548995666726,0.1,10,10,10,10,1,1,1,0.9656413612565445,0.9656413612565445,0.9656413612565445
50000,39,1467,0.04249510724692616,10,1,0.08198351282698255,0.0,0.08198351282698255,0.09683456299014329,0.01801648717301746,47,10,44,,1,1,0,0.9656413612565445,0.9388089005235603,1.0
500,40,7,0.6151839078419695,9,0,0.0,0.0,1.0,1.0,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
1000,40,22,0.3470105240265526,9,0,0.0,0.0,0.6755999324883251,0.6755999324883251,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
2000,40,52,0.22571078683512474,9,0,0.0,0.0,0.40830527213907647,0.45264253568189416,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
5000,40,145,0.13516678543432334,9,0,0.0,0.0,0.2836847669632799,0.2836847669632799,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
10000,40,279,0.0974432779270511,9,0,0.0,0.0,0.1657781982509445,0.1657781982509445,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
20000,40,604,0.06622706629510566,9,0,0.0,0.0,0.12035215217033732,0.12799651612981294,0.1,9,9,9,9,1,1,1,0.953866578161301,0.953866578161301,0.953866578161301
50000,40,1515,0.041816499051452696,9,1,0.09113320175801991,0.0,0.09113320175801991,0.10316962985667678,0.008866798241980098,58,9,54,,1,1,0,0.953866578161301,0.8894789246598075,1.0
500,41,12,0.4698544706674272,8,0,0.0,0.0,0.7891965555627103,0.8100369539339536,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,41,25,0.32552472614374584,8,0,0.0,0.0,0.6159804164718002,0.6856593147066448,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,41,66,0.20034661945836324,8,0,0.0,0.0,0.3333837221794944,0.39797862203736734,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,41,142,0.1365871409222332,8,0,0.0,0.0,0.23931745515153063,0.24488230757779642,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,41,299,0.09412790492657468,8,0,0.0,0.0,0.1649618362045242,0.17907584991985556,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,41,571,0.06811392901767009,8,0,0.0,0.0,0.1602276538302493,0.1638074883667213,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,41,1458,0.042626063203728984,8,0,0.0,0.0,0.10605901372614437,0.10605901372614437,0.1,8,,,,0,0,0,1.0,1.0,1.0
500,42,11,0.49074698936454547,5,0,0.0,0.0,0.8851445303380412,0.9007624432100404,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,42,30,0.2971620592243688,5,0,0.0,0.0,0.5311532054509583,0.5465495213504861,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,42,63,0.20506130261398986,5,0,0.0,0.0,0.3832507790634162,0.4108250056036662,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,42,152,0.13201770922060185,5,0,0.0,0.0,0.2507619279249226,0.2507619279249226,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,42,298,0.09428570538090363,5,0,0.0,0.0,0.18607833795334866,0.18607833795334866,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,42,624,0.06515709176913076,5,0,0.0,0.0,0.13578963370210967,0.13578963370210967,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,42,1542,0.04144878454340757,5,2,0.08633994801462294,0.0,0.08633994801462294,0.08633994801462294,0.013660051985377064,96,,88,96,0,1,1,1.0,0.9205972175093315,0.995928062436376
500,43,16,0.4069059076796823,4,0,0.0,0.0,0.806660765160635,0.8413018423466024,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,43,34,0.2791351498127753,4,0,0.0,0.0,0.5053447909483832,0.575091927270527,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,43,63,0.20506130261398986,4,0,0.0,0.0,0.407682082832039,0.4134872763547633,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,43,141,0.13707063673830402,4,0,0.0,0.0,0.2572024063679519,0.2572024063679519,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,43,317,0.09141645068106224,4,0,0.0,0.0,0.15713272060788877,0.15713272060788877,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,43,565,0.06847464078455237,4,0,0.0,0.0,0.15146229294333657,0.17115116787411266,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,43,1449,0.042758237360336585,4,2,0.08859600728662384,0.0,0.07872738454113384,0.08859600728662384,0.011403992713376165,81,,74,,0,1,0,1.0,0.9176392130710237,1.0
500,44,13,0.4514215736702495,3,0,0.0,0.0,0.7959045538600149,0.8596685231713317,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,44,33,0.28333290641361875,3,0,0.0,0.0,0.5628095942382243,0.5628095942382243,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,44,64,0.20345295383984116,3,0,0.0,0.0,0.404026955362379,0.404026955362379,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,44,162,0.12787818961118694,3,0,0.0,0.0,0.230485022412607,0.230485022412607,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,44,309,0.09259227328500041,3,0,0.0,0.0,0.17427321757265424,0.17499271805115718,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,44,623,0.06520936381265156,3,0,0.0,0.0,0.13003752771859503,0.13003752771859503,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,44,1543,0.04143535113370671,3,1,0.07632607037495692,0.0,0.07632607037495692,0.09168753148961876,0.023673929625043083,35,,33,,0,1,0,1.0,0.9601990049751243,1.0
500,45,14,0.4350007129118968,9,0,0.0,0.0,0.7389258587629683,0.7389258587629683,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
1000,45,30,0.2971620592243688,9,0,0.0,0.0,0.6143215222826415,0.6409846830347715,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
2000,45,67,0.19884587458609926,9,0,0.0,0.0,0.3686581617768736,0.42127428260851624,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
5000,45,136,0.13956757490638766,9,0,0.0,0.0,0.23951789459367323,0.24053661843923718,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
10000,45,277,0.09779442601248794,9,0,0.0,0.0,0.17658338341250285,0.18115905845831434,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
20000,45,566,0.06841412407738369,9,0,0.0,0.0,0.1147619995980031,0.14635694310378805,0.1,9,9,9,9,1,1,1,0.975625609359766,0.975625609359766,0.975625609359766
50000,45,1527,0.041651866526210266,9,1,0.07143863300495816,0.0,0.07143863300495816,0.08659881844656116,0.028561366995041845,44,9,41,44,1,1,1,0.975625609359766,0.9684757881052973,0.9905752356191095
500,46,10,0.5146997846583985,6,0,0.0,0.0,0.8795199490843453,0.896855327682657,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,46,31,0.2923298337811533,6,0,0.0,0.0,0.4870430552025424,0.5711112286097229,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,46,63,0.20506130261398986,6,0,0.0,0.0,0.3904755343857994,0.3904755343857994,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,46,180,0.12131590266906978,6,0,0.0,0.0,0.257893662226301,0.257893662226301,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,46,295,0.09476391151885091,6,0,0.0,0.0,0.17494398498464664,0.18360812075047572,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,46,596,0.06667006164379391,6,0,0.0,0.0,0.14971371998460686,0.15016675727737405,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,46,1468,0.042480630970830095,6,2,0.09481767083098476,0.0,0.09008940032638052,0.09481767083098476,0.005182329169015246,96,,88,,0,1,0,1.0,0.8572353512463581,1.0
500,47,16,0.4069059076796823,10,0,0.0,0.0,0.8456191406424993,0.8456191406424993,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
1000,47,34,0.2791351498127753,10,0,0.0,0.0,0.4891697827409762,0.5085940220928407,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
2000,47,56,0.2175003564559484,10,0,0.0,0.0,0.4211639067320088,0.4211639067320088,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
5000,47,171,0.12446748990213516,10,0,0.0,0.0,0.22515384759335375,0.22515384759335375,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
10000,47,332,0.08932745168378717,10,0,0.0,0.0,0.18245111244020012,0.18245111244020012,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
20000,47,636,0.06453947506469056,10,0,0.0,0.0,0.12741015512411963,0.14797816944357087,0.1,10,10,10,10,1,1,1,0.8740765614506381,0.8740765614506381,0.8740765614506381
50000,47,1453,0.042699341688635206,10,2,0.08722511452282815,0.0,0.08207409679686248,0.08722511452282815,0.012774885477171857,94,10,86,94,1,1,1,0.8740765614506381,0.8740765614506381,0.9909335124244459
500,48,14,0.4350007129118968,8,0,0.0,0.0,0.9146572859249099,0.9146572859249099,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,48,28,0.30759195392098476,8,0,0.0,0.0,0.5777333989751015,0.6199086550340601,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,48,46,0.23998001199710536,8,0,0.0,0.0,0.39058330007792474,0.4661941914723411,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,48,150,0.13289491295190142,8,0,0.0,0.0,0.23554998197729926,0.25576290318932404,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,48,303,0.0935045344601037,8,0,0.0,0.0,0.1977010328082671,0.1977010328082671,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,48,559,0.06884114460200762,8,0,0.0,0.0,0.13469937348881778,0.1437149639239304,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,48,1536,0.04152966029746919,8,1,0.09991788345360143,0.0,0.09991788345360143,0.10189344721791,8.211654639857235e-05,40,,37,,0,1,0,1.0,0.9123214878777814,1.0
500,49,12,0.4698544706674272,4,0,0.0,0.0,0.9820216534122226,0.9820216534122226,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,49,36,0.27127060511978823,4,0,0.0,0.0,0.48311218050103677,0.5165438163963552,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,49,54,0.22149152158650237,4,0,0.0,0.0,0.3699027952732019,0.4028929755030001,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,49,151,0.13245413259021133,4,0,0.0,0.0,0.26757531211204083,0.2809198126542213,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,49,329,0.08973379548701044,4,0,0.0,0.0,0.17376058457717952,0.17376058457717952,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,49,608,0.06600885461030093,4,0,0.0,0.0,0.12331621183409473,0.12331621183409473,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,49,1513,0.04184412805945646,4,1,0.08191318596437758,0.0,0.08191318596437758,0.09658244599521147,0.01808681403562243,46,,43,,0,1,0,1.0,0.9135209334248455,1.0
500,50,11,0.49074698936454547,6,0,0.0,0.0,0.9927465777150728,0.9927465777150728,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,50,32,0.2877259266251706,6,0,0.0,0.0,0.5364452499362069,0.5394775682074235,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,50,77,0.18548492721603527,6,0,0.0,0.0,0.31458489883732066,0.32415419192770994,0.1,6,,,,0,0,0,1.0,1.0,1.0
