repetition,n_cert,method,tau,candidate_threshold,candidate_true_coverage,threshold,finite,true_coverage,pac_valid,support,successes,lower_bound,accepted
8,2000,direct_pac_split_matched,,1.0479246490535732,0.9958500880611038,1.0479246490535732,1,0.9958500880611038,1,51,51,0.9136593726391775,1
8,2000,direct_pac_total_budget,,1.0479246490535732,0.9958500880611038,1.0479246490535732,1,0.9958500880611038,1,53,53,0.9167779324426062,1
8,2000,ordinal_pooled_candidate_uncertified,0.9,0.8027223206217244,0.9212620137206823,0.8027223206217244,1,0.9212620137206823,1,39,,,
8,2000,ordinal_candidate_plus_cp_certification,0.9,0.8027223206217244,0.9212620137206823,,0,1.0,1,51,48,0.8162067542727265,0
8,2000,ordinal_pooled_candidate_uncertified,0.93,0.8672001971625323,0.9587181698727743,0.8672001971625323,1,0.9587181698727743,1,39,,,
8,2000,ordinal_candidate_plus_cp_certification,0.93,0.8672001971625323,0.9587181698727743,,0,1.0,1,51,48,0.8162067542727265,0
8,2000,ordinal_pooled_candidate_uncertified,0.95,0.8672001971625323,0.9587181698727743,0.8672001971625323,1,0.9587181698727743,1,39,,,
8,2000,ordinal_candidate_plus_cp_certification,0.95,0.8672001971625323,0.9587181698727743,,0,1.0,1,51,48,0.8162067542727265,0
8,2000,ordinal_pooled_candidate_uncertified,0.97,0.8825445804591799,0.9650627148463193,0.8825445804591799,1,0.9650627148463193,1,39,,,
8,2000,ordinal_candidate_plus_cp_certification,0.97,0.8825445804591799,0.9650627148463193,,0,1.0,1,51,49,0.8451945064197468,0
9,2000,independent_mondrian_total_budget,,,,0.8349840769157675,1,0.9423625886103224,1,78,,,
9,2000,direct_pac_split_matched,,1.0273100478255304,0.9944024660853265,1.0273100478255304,1,0.9944024660853265,1,70,69,0.9088967307021709,1
9,2000,direct_pac_total_budget,,1.0273100478255304,0.9944024660853265,1.0273100478255304,1,0.9944024660853265,1,78,77,0.9179045377251887,1
9,2000,ordinal_pooled_candidate_uncertified,0.9,0.7967467094018079,0.9167799712597102,0.7967467094018079,1,0.9167799712597102,1,55,,,
9,2000,ordinal_candidate_plus_cp_certification,0.9,0.7967467094018079,0.9167799712597102,,0,1.0,1,70,63,0.7858426589651879,0
9,2000,ordinal_pooled_candidate_uncertified,0.93,0.8310675414968183,0.9400671693359305,0.8310675414968183,1,0.9400671693359305,1,55,,,
9,2000,ordinal_candidate_plus_cp_certification,0.93,0.8310675414968183,0.9400671693359305,,0,1.0,1,70,64,0.8043298702210744,0
9,2000,ordinal_pooled_candidate_uncertified,0.95,0.864195104396464,0.9573723670990542,0.864195104396464,1,0.9573723670990542,1,55,,,
9,2000,ordinal_candidate_plus_cp_certification,0.95,0.864195104396464,0.9573723670990542,,0,1.0,1,70,65,0.8233461603693004,0
9,2000,ordinal_pooled_candidate_uncertified,0.97,0.8876218688387731,0.9669768527205396,0.8876218688387731,1,0.9669768527205396,1,55,,,
9,2000,ordinal_candidate_plus_cp_certification,0.97,0.8876218688387731,0.9669768527205396,,0,1.0,1,70,65,0.8233461603693004,0
10,2000,independent_mondrian_total_budget,,,,0.7737048289855364,1,0.8976945830727505,0,69,,,
10,2000,direct_pac_split_matched,,0.8643357958087848,0.9574361563435706,0.8643357958087848,1,0.9574361563435706,1,64,63,0.9007285078606391,1
10,2000,direct_pac_total_budget,,0.8643357958087848,0.9574361563435706,0.8643357958087848,1,0.9574361563435706,1,69,68,0.9076299351640345,1
10,2000,ordinal_pooled_candidate_uncertified,0.9,0.8052067085691622,0.9230706699806062,0.8052067085691622,1,0.9230706699806062,1,57,,,
10,2000,ordinal_candidate_plus_cp_certification,0.9,0.8052067085691622,0.9230706699806062,,0,1.0,1,64,59,0.8078470394299397,0
10,2000,ordinal_pooled_candidate_uncertified,0.93,0.8328941847772846,0.941146491948045,0.8328941847772846,1,0.941146491948045,1,57,,,
10,2000,ordinal_candidate_plus_cp_certification,0.93,0.8328941847772846,0.941146491948045,,0,1.0,1,64,59,0.8078470394299397,0
10,2000,ordinal_pooled_candidate_uncertified,0.95,0.8704337005477769,0.9601275810438112,0.8704337005477769,1,0.9601275810438112,1,57,,,
10,2000,ordinal_candidate_plus_cp_certification,0.95,0.8704337005477769,0.9601275810438112,0.8704337005477769,1,0.9601275810438112,1,64,63,0.9007285078606391,1
10,2000,ordinal_pooled_candidate_uncertified,0.97,0.8760175549162996,0.9624692014892113,0.8760175549162996,1,0.9624692014892113,1,57,,,
10,2000,ordinal_candidate_plus_cp_certification,0.97,0.8760175549162996,0.9624692014892113,0.8760175549162996,1,0.9624692014892113,1,64,63,0.9007285078606391,1
11,2000,independent_mondrian_total_budget,,,,0.759966869978051,1,0.8848981596398335,0,80,,,
11,2000,direct_pac_split_matched,,0.8495176134927993,0.9502813846483913,0.8495176134927993,1,0.9502813846483913,1,74,73,0.9136347270310128,1
11,2000,direct_pac_total_budget,,0.8653187301517229,0.95787966648741,0.8653187301517229,1,0.95787966648741,1,80,79,0.9198850247505233,1
11,2000,ordinal_pooled_candidate_uncertified,0.9,0.7620641575117357,0.8869220879624523,0.7620641575117357,1,0.8869220879624523,0,41,,,
11,2000,ordinal_candidate_plus_cp_certification,0.9,0.7620641575117357,0.8869220879624523,,0,1.0,1,74,68,0.8142807353610115,0
11,2000,ordinal_pooled_candidate_uncertified,0.93,0.869024940721685,0.9595184178498455,0.869024940721685,1,0.9595184178498455,1,41,,,
11,2000,ordinal_candidate_plus_cp_certification,0.93,0.869024940721685,0.9595184178498455,0.869024940721685,1,0.9595184178498455,1,74,74,0.9396648314954694,1
11,2000,ordinal_pooled_candidate_uncertified,0.95,0.869024940721685,0.9595184178498455,0.869024940721685,1,0.9595184178498455,1,41,,,
11,2000,ordinal_candidate_plus_cp_certification,0.95,0.869024940721685,0.9595184178498455,0.869024940721685,1,0.9595184178498455,1,74,74,0.9396648314954694,1
11,2000,ordinal_pooled_candidate_uncertified,0.97,0.9813873241309095,0.9894708231847644,0.9813873241309095,1,0.9894708231847644,1,41,,,
11,2000,ordinal_candidate_plus_cp_certification,0.97,0.9813873241309095,0.9894708231847644,0.9813873241309095,1,0.9894708231847644,1,74,74,0.9396648314954694,1
12,2000,independent_mondrian_total_budget,,,,0.8289900213045855,1,0.938820833908296,1,65,,,
12,2000,direct_pac_split_matched,,1.0621527045128971,0.9966435758632839,1.0621527045128971,1,0.9966435758632839,1,61,61,0.9272847441516197,1
12,2000,direct_pac_total_budget,,0.9169328468794583,0.9764090797281256,0.9169328468794583,1,0.9764090797281256,1,65,64,0.9021900138676313,1
12,2000,ordinal_pooled_candidate_uncertified,0.9,0.7254810863483763,0.8478852025675114,0.7254810863483763,1,0.8478852025675114,0,43,,,
12,2000,ordinal_candidate_plus_cp_certification,0.9,0.7254810863483763,0.8478852025675114,,0,1.0,1,61,55,0.7775245759989369,0
12,2000,ordinal_pooled_candidate_uncertified,0.93,0.8256201169651988,0.9367562168470251,0.8256201169651988,1,0.9367562168470251,1,43,,,
12,2000,ordinal_candidate_plus_cp_certification,0.93,0.8256201169651988,0.9367562168470251,,0,1.0,1,61,55,0.7775245759989369,0
12,2000,ordinal_pooled_candidate_uncertified,0.95,0.8297230840927325,0.939262901616959,0.8297230840927325,1,0.939262901616959,1,43,,,
12,2000,ordinal_candidate_plus_cp_certification,0.95,0.8297230840927325,0.939262901616959,,0,1.0,1,61,56,0.7990342732179458,0
12,2000,ordinal_pooled_candidate_uncertified,0.97,0.852677412241699,0.9518825092891356,0.852677412241699,1,0.9518825092891356,1,43,,,
12,2000,ordinal_candidate_plus_cp_certification,0.97,0.852677412241699,0.9518825092891356,,0,1.0,1,61,57,0.8213100804468778,0
13,2000,independent_mondrian_total_budget,,,,0.801260308906719,1,0.9201826991495954,1,79,,,
13,2000,direct_pac_split_matched,,1.0053816886715605,0.9923859508421562,1.0053816886715605,1,0.9923859508421562,1,74,73,0.9136347270310128,1
13,2000,direct_pac_total_budget,,1.0053816886715605,0.9923859508421562,1.0053816886715605,1,0.9923859508421562,1,79,78,0.9189068647891836,1
13,2000,ordinal_pooled_candidate_uncertified,0.9,0.8232896316845508,0.9352969652180295,0.8232896316845508,1,0.9352969652180295,1,39,,,
13,2000,ordinal_candidate_plus_cp_certification,0.9,0.8232896316845508,0.9352969652180295,,0,1.0,1,74,68,0.8142807353610115,0
13,2000,ordinal_pooled_candidate_uncertified,0.93,0.9568481281875795,0.9855277149952482,0.9568481281875795,1,0.9855277149952482,1,39,,,
13,2000,ordinal_candidate_plus_cp_certification,0.93,0.9568481281875795,0.9855277149952482,,0,1.0,1,74,72,0.8912125731925848,0
13,2000,ordinal_pooled_candidate_uncertified,0.95,0.9568481281875795,0.9855277149952482,0.9568481281875795,1,0.9855277149952482,1,39,,,
13,2000,ordinal_candidate_plus_cp_certification,0.95,0.9568481281875795,0.9855277149952482,,0,1.0,1,74,72,0.8912125731925848,0
13,2000,ordinal_pooled_candidate_uncertified,0.97,1.080931592281936,0.997481500013637,1.080931592281936,1,0.997481500013637,1,39,,,
13,2000,ordinal_candidate_plus_cp_certification,0.97,1.080931592281936,0.997481500013637,1.080931592281936,1,0.997481500013637,1,74,73,0.9136347270310128,1
14,2000,independent_mondrian_total_budget,,,,0.7966000755756979,1,0.9166676249868644,1,67,,,
14,2000,direct_pac_split_matched,,0.9837761848962765,0.9897992531447051,0.9837761848962765,1,0.9897992531447051,1,60,60,0.9261187281287935,1
14,2000,direct_pac_total_budget,,0.9526678384265752,0.9847424496088474,0.9526678384265752,1,0.9847424496088474,1,67,66,0.9049877159059427,1
14,2000,ordinal_pooled_candidate_uncertified,0.9,0.7497989559600937,0.8747209334016257,0.7497989559600937,1,0.8747209334016257,0,39,,,
14,2000,ordinal_candidate_plus_cp_certification,0.9,0.7497989559600937,0.8747209334016257,,0,1.0,1,60,52,0.7322224089064895,0
14,2000,ordinal_pooled_candidate_uncertified,0.93,0.8703929846066129,0.9601100801808785,0.8703929846066129,1,0.9601100801808785,1,39,,,
14,2000,ordinal_candidate_plus_cp_certification,0.93,0.8703929846066129,0.9601100801808785,,0,1.0,1,60,57,0.8421426677064086,0
14,2000,ordinal_pooled_candidate_uncertified,0.95,0.8703929846066129,0.9601100801808785,0.8703929846066129,1,0.9601100801808785,1,39,,,
14,2000,ordinal_candidate_plus_cp_certification,0.95,0.8703929846066129,0.9601100801808785,,0,1.0,1,60,57,0.8421426677064086,0
14,2000,ordinal_pooled_candidate_uncertified,0.97,1.2893339529958192,0.9999401329109797,1.2893339529958192,1,0.9999401329109797,1,39,,,
14,2000,ordinal_candidate_plus_cp_certification,0.97,1.2893339529958192,0.9999401329109797,1.2893339529958192,1,0.9999401329109797,1,60,60,0.9261187281287935,1
15,2000,independent_mondrian_total_budget,,,,0.8591765565718017,1,0.9550459595704004,1,77,,,
15,2000,direct_pac_split_matched,,0.8772797401262629,0.9629826370678223,0.8772797401262629,1,0.9629826370678223,1,71,70,0.9101292734639317,1
15,2000,direct_pac_total_budget,,0.9319753891785212,0.980294846911044,0.9319753891785212,1,0.980294846911044,1,77,76,0.9168771372741296,1
15,2000,ordinal_pooled_candidate_uncertified,0.9,0.8885831346887004,0.967329338239081,0.8885831346887004,1,0.967329338239081,1,46,,,
15,2000,ordinal_candidate_plus_cp_certification,0.9,0.8885831346887004,0.967329338239081,0.8885831346887004,1,0.967329338239081,1,71,70,0.9101292734639317,1
15,2000,ordinal_pooled_candidate_uncertified,0.93,0.9319753891785212,0.980294846911044,0.9319753891785212,1,0.980294846911044,1,46,,,
15,2000,ordinal_candidate_plus_cp_certification,0.93,0.9319753891785212,0.980294846911044,0.9319753891785212,1,0.980294846911044,1,71,71,0.9371972075541282,1
15,2000,ordinal_pooled_candidate_uncertified,0.95,0.934392883557219,0.9808656201746543,0.934392883557219,1,0.9808656201746543,1,46,,,
15,2000,ordinal_candidate_plus_cp_certification,0.95,0.934392883557219,0.9808656201746543,0.934392883557219,1,0.9808656201746543,1,71,71,0.9371972075541282,1
15,2000,ordinal_pooled_candidate_uncertified,0.97,0.9479530533812037,0.9838131292550776,0.9479530533812037,1,0.9838131292550776,1,46,,,
15,2000,ordinal_candidate_plus_cp_certification,0.97,0.9479530533812037,0.9838131292550776,0.9479530533812037,1,0.9838131292550776,1,71,71,0.9371972075541282,1
16,2000,independent_mondrian_total_budget,,,,0.7309376883417515,1,0.8542160801502616,0,72,,,
16,2000,direct_pac_split_matched,,0.8517536259996863,0.9514187376570752,0.8517536259996863,1,0.9514187376570752,1,68,67,0.9063274400304893,1
16,2000,direct_pac_total_budget,,0.8517536259996863,0.9514187376570752,0.8517536259996863,1,0.9514187376570752,1,72,71,0.9113289331864234,1
16,2000,ordinal_pooled_candidate_uncertified,0.9,0.8074728110216406,0.9246927116468441,0.8074728110216406,1,0.9246927116468441,1,46,,,
16,2000,ordinal_candidate_plus_cp_certification,0.9,0.8074728110216406,0.9246927116468441,,0,1.0,1,68,65,0.8597456637584635,0
16,2000,ordinal_pooled_candidate_uncertified,0.93,0.8278757128361713,0.9381440479728753,0.8278757128361713,1,0.9381440479728753,1,46,,,
16,2000,ordinal_candidate_plus_cp_certification,0.93,0.8278757128361713,0.9381440479728753,,0,1.0,1,68,66,0.8820638829735579,0
16,2000,ordinal_pooled_candidate_uncertified,0.95,0.8913517924504606,0.9683272726817036,0.8913517924504606,1,0.9683272726817036,1,46,,,
16,2000,ordinal_candidate_plus_cp_certification,0.95,0.8913517924504606,0.9683272726817036,0.8913517924504606,1,0.9683272726817036,1,68,67,0.9063274400304893,1
16,2000,ordinal_pooled_candidate_uncertified,0.97,0.950818435793979,0.9843835281172248,0.950818435793979,1,0.9843835281172248,1,46,,,
16,2000,ordinal_candidate_plus_cp_certification,0.97,0.950818435793979,0.9843835281172248,0.950818435793979,1,0.9843835281172248,1,68,68,0.9345192145605372,1
17,2000,independent_mondrian_total_budget,,,,0.794571174466582,1,0.9151014213981711,1,65,,,
17,2000,direct_pac_split_matched,,1.0809602821031796,0.9974826205276036,1.0809602821031796,1,0.9974826205276036,1,60,60,0.9261187281287935,1
17,2000,direct_pac_total_budget,,0.8699447126857978,0.9599169871604484,0.8699447126857978,1,0.9599169871604484,1,65,64,0.9021900138676313,1
17,2000,ordinal_pooled_candidate_uncertified,0.9,0.7792556621249007,0.9025601908785131,0.7792556621249007,1,0.9025601908785131,1,42,,,
17,2000,ordinal_candidate_plus_cp_certification,0.9,0.7792556621249007,0.9025601908785131,,0,1.0,1,60,50,0.6921862520651674,0
17,2000,ordinal_pooled_candidate_uncertified,0.93,0.8087612281014747,0.9256032428788081,0.8087612281014747,1,0.9256032428788081,1,42,,,
17,2000,ordinal_candidate_plus_cp_certification,0.93,0.8087612281014747,0.9256032428788081,,0,1.0,1,60,55,0.7959148824562914,0
17,2000,ordinal_pooled_candidate_uncertified,0.95,0.8108928202953443,0.927091160384782,0.8108928202953443,1,0.927091160384782,1,42,,,
17,2000,ordinal_candidate_plus_cp_certification,0.95,0.8108928202953443,0.927091160384782,,0,1.0,1,60,55,0.7959148824562914,0
17,2000,ordinal_pooled_candidate_uncertified,0.97,0.9253448778350386,0.9786546966044676,0.9253448778350386,1,0.9786546966044676,1,42,,,
17,2000,ordinal_candidate_plus_cp_certification,0.97,0.9253448778350386,0.9786546966044676,,0,1.0,1,60,59,0.8944184045954215,0
18,2000,independent_mondrian_total_budget,,,,0.8303228280294367,1,0.9396227111371185,1,72,,,
18,2000,direct_pac_split_matched,,0.9180405380977767,0.9767156939681472,0.9180405380977767,1,0.9767156939681472,1,65,64,0.9021900138676313,1
18,2000,direct_pac_total_budget,,0.9180405380977767,0.9767156939681472,0.9180405380977767,1,0.9767156939681472,1,72,71,0.9113289331864234,1
18,2000,ordinal_pooled_candidate_uncertified,0.9,0.7902527921781641,0.9116945539064587,0.7902527921781641,1,0.9116945539064587,1,50,,,
18,2000,ordinal_candidate_plus_cp_certification,0.9,0.7902527921781641,0.9116945539064587,,0,1.0,1,65,56,0.7324086182508069,0
18,2000,ordinal_pooled_candidate_uncertified,0.93,0.8707962023874564,0.9602831196014348,0.8707962023874564,1,0.9602831196014348,1,50,,,
18,2000,ordinal_candidate_plus_cp_certification,0.93,0.8707962023874564,0.9602831196014348,,0,1.0,1,65,61,0.8316557215584377,0
18,2000,ordinal_pooled_candidate_uncertified,0.95,0.9066294905575967,0.9733909820828446,0.9066294905575967,1,0.9733909820828446,1,50,,,
18,2000,ordinal_candidate_plus_cp_certification,0.95,0.9066294905575967,0.9733909820828446,,0,1.0,1,65,63,0.8768879316342328,0
18,2000,ordinal_pooled_candidate_uncertified,0.97,0.9208742066042345,0.9774848350545042,0.9208742066042345,1,0.9774848350545042,1,50,,,
18,2000,ordinal_candidate_plus_cp_certification,0.97,0.9208742066042345,0.9774848350545042,0.9208742066042345,1,0.9774848350545042,1,65,64,0.9021900138676313,1
19,2000,independent_mondrian_total_budget,,,,0.6506577832168371,1,0.7432149816651594,0,70,,,
19,2000,direct_pac_split_matched,,0.8599488417059296,0.955410475058645,0.8599488417059296,1,0.955410475058645,1,58,58,0.9236708571873862,1
19,2000,direct_pac_total_budget,,0.8422824289464799,0.9464550390357562,0.8422824289464799,1,0.9464550390357562,1,70,69,0.9088967307021709,1
19,2000,ordinal_pooled_candidate_uncertified,0.9,0.8532551368511123,0.9521707412415183,0.8532551368511123,1,0.9521707412415183,1,57,,,
19,2000,ordinal_candidate_plus_cp_certification,0.9,0.8532551368511123,0.9521707412415183,,0,1.0,1,58,57,0.8909529797809606,0
19,2000,ordinal_pooled_candidate_uncertified,0.93,0.8634899174804535,0.9570514710021893,0.8634899174804535,1,0.9570514710021893,1,57,,,
19,2000,ordinal_candidate_plus_cp_certification,0.93,0.8634899174804535,0.9570514710021893,0.8634899174804535,1,0.9570514710021893,1,58,58,0.9236708571873862,1
19,2000,ordinal_pooled_candidate_uncertified,0.95,0.8917074879702539,0.9684536341209866,0.8917074879702539,1,0.9684536341209866,1,57,,,
19,2000,ordinal_candidate_plus_cp_certification,0.95,0.8917074879702539,0.9684536341209866,0.8917074879702539,1,0.9684536341209866,1,58,58,0.9236708571873862,1
19,2000,ordinal_pooled_candidate_uncertified,0.97,1.0127107011004721,0.9931216319415855,1.0127107011004721,1,0.9931216319415855,1,57,,,
19,2000,ordinal_candidate_plus_cp_certification,0.97,1.0127107011004721,0.9931216319415855,1.0127107011004721,1,0.9931216319415855,1,58,58,0.9236708571873862,1
20,2000,independent_mondrian_total_budget,,,,0.7682193227039734,1,0.8927149697829087,0,52,,,
20,2000,direct_pac_split_matched,,0.9782273717965368,0.9890222502844372,0.9782273717965368,1,0.9890222502844372,1,46,46,0.9047357242349297,1
20,2000,direct_pac_total_budget,,0.9782273717965368,0.9890222502844372,0.9782273717965368,1,0.9890222502844372,1,52,52,0.9152473108773889,1
20,2000,ordinal_pooled_candidate_uncertified,0.9,0.7864483172427539,0.9086095923961827,0.7864483172427539,1,0.9086095923961827,1,46,,,
20,2000,ordinal_candidate_plus_cp_certification,0.9,0.7864483172427539,0.9086095923961827,,0,1.0,1,46,42,0.7678644456918096,0
20,2000,ordinal_pooled_candidate_uncertified,0.93,0.7952738340581031,0.9156463161155105,0.7952738340581031,1,0.9156463161155105,1,46,,,
20,2000,ordinal_candidate_plus_cp_certification,0.93,0.7952738340581031,0.9156463161155105,,0,1.0,1,46,42,0.7678644456918096,0
20,2000,ordinal_pooled_candidate_uncertified,0.95,0.8748672531872104,0.9619962273883678,0.8748672531872104,1,0.9619962273883678,1,46,,,
20,2000,ordinal_candidate_plus_cp_certification,0.95,0.8748672531872104,0.9619962273883678,,0,1.0,1,46,45,0.8642215213678457,0
20,2000,ordinal_pooled_candidate_uncertified,0.97,0.915340724609735,0.9759624294776785,0.915340724609735,1,0.9759624294776785,1,46,,,
20,2000,ordinal_candidate_plus_cp_certification,0.97,0.915340724609735,0.9759624294776785,,0,1.0,1,46,45,0.8642215213678457,0
21,2000,independent_mondrian_total_budget,,,,0.8502787278878969,1,0.9506708886147458,1,81,,,
21,2000,direct_pac_split_matched,,0.9367959003581221,0.9814189840742467,0.9367959003581221,1,0.9814189840742467,1,73,72,0.9124970075868319,1
21,2000,direct_pac_total_budget,,0.8999300606279672,0.9712604869155549,0.8999300606279672,1,0.9712604869155549,1,81,79,0.9002423152124137,1
21,2000,ordinal_pooled_candidate_uncertified,0.9,0.8703646858438138,0.9600979128949954,0.8703646858438138,1,0.9600979128949954,1,47,,,
21,2000,ordinal_candidate_plus_cp_certification,0.9,0.8703646858438138,0.9600979128949954,,0,1.0,1,73,68,0.8301965048670823,0
21,2000,ordinal_pooled_candidate_uncertified,0.93,0.9260472896175753,0.9788337446879347,0.9260472896175753,1,0.9788337446879347,1,47,,,
21,2000,ordinal_candidate_plus_cp_certification,0.93,0.9260472896175753,0.9788337446879347,,0,1.0,1,73,71,0.8897875515724152,0
21,2000,ordinal_pooled_candidate_uncertified,0.95,0.944295934040316,0.9830592715052342,0.944295934040316,1,0.9830592715052342,1,47,,,
21,2000,ordinal_candidate_plus_cp_certification,0.95,0.944295934040316,0.9830592715052342,0.944295934040316,1,0.9830592715052342,1,73,72,0.9124970075868319,1
21,2000,ordinal_pooled_candidate_uncertified,0.97,0.9855039746622044,0.9900311937402181,0.9855039746622044,1,0.9900311937402181,1,47,,,
21,2000,ordinal_candidate_plus_cp_certification,0.97,0.9855039746622044,0.9900311937402181,0.9855039746622044,1,0.9900311937402181,1,73,73,0.9388641146339078,1
22,2000,independent_mondrian_total_budget,,,,0.778184111069604,1,0.9016343865533875,1,68,,,
22,2000,direct_pac_split_matched,,0.9819585260793502,0.9895501812473998,0.9819585260793502,1,0.9895501812473998,1,62,62,0.9284145445194745,1
22,2000,direct_pac_total_budget,,0.9313474423935802,0.9801442446816605,0.9313474423935802,1,0.9801442446816605,1,68,67,0.9063274400304893,1
22,2000,ordinal_pooled_candidate_uncertified,0.9,0.6976798542353905,0.8128369913575771,0.6976798542353905,1,0.8128369913575771,0,40,,,
22,2000,ordinal_candidate_plus_cp_certification,0.9,0.6976798542353905,0.8128369913575771,,0,1.0,1,62,52,0.7012561508468516,0
22,2000,ordinal_pooled_candidate_uncertified,0.93,0.7450212014080632,0.8697279419400417,0.7450212014080632,1,0.8697279419400417,0,40,,,
22,2000,ordinal_candidate_plus_cp_certification,0.93,0.7450212014080632,0.8697279419400417,,0,1.0,1,62,54,0.7401784754189751,0
22,2000,ordinal_pooled_candidate_uncertified,0.95,0.7450212014080632,0.8697279419400417,0.7450212014080632,1,0.8697279419400417,0,40,,,
22,2000,ordinal_candidate_plus_cp_certification,0.95,0.7450212014080632,0.8697279419400417,,0,1.0,1,62,54,0.7401784754189751,0
22,2000,ordinal_pooled_candidate_uncertified,0.97,0.8198283311902773,0.9330815564896469,0.8198283311902773,1,0.9330815564896469,1,40,,,
22,2000,ordinal_candidate_plus_cp_certification,0.97,0.8198283311902773,0.9330815564896469,,0,1.0,1,62,58,0.8240136004861425,0
23,2000,independent_mondrian_total_budget,,,,0.8280249499982122,1,0.9382350260494181,1,77,,,
23,2000,direct_pac_split_matched,,0.994277325957965,0.9911392587853984,0.994277325957965,1,0.9911392587853984,1,69,68,0.9076299351640345,1
23,2000,direct_pac_total_budget,,0.994277325957965,0.9911392587853984,0.994277325957965,1,0.9911392587853984,1,77,76,0.9168771372741296,1
23,2000,ordinal_pooled_candidate_uncertified,0.9,0.8821877992574947,0.9649248523615762,0.8821877992574947,1,0.9649248523615762,1,39,,,
23,2000,ordinal_candidate_plus_cp_certification,0.9,0.8821877992574947,0.9649248523615762,,0,1.0,1,69,66,0.8616742199933594,0
23,2000,ordinal_pooled_candidate_uncertified,0.93,0.9274164051592362,0.9791790886032061,0.9274164051592362,1,0.9791790886032061,1,39,,,
23,2000,ordinal_candidate_plus_cp_certification,0.93,0.9274164051592362,0.9791790886032061,,0,1.0,1,69,66,0.8616742199933594,0
23,2000,ordinal_pooled_candidate_uncertified,0.95,0.9274164051592362,0.9791790886032061,0.9274164051592362,1,0.9791790886032061,1,39,,,
23,2000,ordinal_candidate_plus_cp_certification,0.95,0.9274164051592362,0.9791790886032061,,0,1.0,1,69,66,0.8616742199933594,0
23,2000,ordinal_pooled_candidate_uncertified,0.97,0.9799754209803073,0.9892724082321908,0.9799754209803073,1,0.9892724082321908,1,39,,,
23,2000,ordinal_candidate_plus_cp_certification,0.97,0.9799754209803073,0.9892724082321908,,0,1.0,1,69,67,0.8836939281310743,0
24,2000,independent_mondrian_total_budget,,,,0.7954882295786556,1,0.9158120507711727,1,71,,,
24,2000,direct_pac_split_matched,,0.9164536605571696,0.9762753901722013,0.9164536605571696,1,0.9762753901722013,1,65,64,0.9021900138676313,1
24,2000,direct_pac_total_budget,,0.9164536605571696,0.9762753901722013,0.9164536605571696,1,0.9762753901722013,1,71,70,0.9101292734639317,1
24,2000,ordinal_pooled_candidate_uncertified,0.9,0.8526602549532049,0.9518739281597266,0.8526602549532049,1,0.9518739281597266,1,41,,,
24,2000,ordinal_candidate_plus_cp_certification,0.9,0.8526602549532049,0.9518739281597266,,0,1.0,1,65,62,0.8536238383688388,0
24,2000,ordinal_pooled_candidate_uncertified,0.93,0.991264713218918,0.9907715834565205,0.991264713218918,1,0.9907715834565205,1,41,,,
24,2000,ordinal_candidate_plus_cp_certification,0.93,0.991264713218918,0.9907715834565205,0.991264713218918,1,0.9907715834565205,1,65,64,0.9021900138676313,1
24,2000,ordinal_pooled_candidate_uncertified,0.95,0.991264713218918,0.9907715834565205,0.991264713218918,1,0.9907715834565205,1,41,,,
24,2000,ordinal_candidate_plus_cp_certification,0.95,0.991264713218918,0.9907715834565205,0.991264713218918,1,0.9907715834565205,1,65,64,0.9021900138676313,1
24,2000,ordinal_pooled_candidate_uncertified,0.97,0.99392732345422,0.9910972122244586,0.99392732345422,1,0.9910972122244586,1,41,,,
24,2000,ordinal_candidate_plus_cp_certification,0.97,0.99392732345422,0.9910972122244586,0.99392732345422,1,0.9910972122244586,1,65,64,0.9021900138676313,1
25,2000,independent_mondrian_total_budget,,,,0.8111283950824355,1,0.9272541910318208,1,72,,,
25,2000,direct_pac_split_matched,,0.9457912625584878,0.9833710624830629,0.9457912625584878,1,0.9833710624830629,1,65,64,0.9021900138676313,1
25,2000,direct_pac_total_budget,,0.9457912625584878,0.9833710624830629,0.9457912625584878,1,0.9833710624830629,1,72,71,0.9113289331864234,1
25,2000,ordinal_pooled_candidate_uncertified,0.9,0.7962728750553274,0.9164165231416144,0.7962728750553274,1,0.9164165231416144,1,44,,,
25,2000,ordinal_candidate_plus_cp_certification,0.9,0.7962728750553274,0.9164165231416144,,0,1.0,1,65,57,0.7512683078354607,0
25,2000,ordinal_pooled_candidate_uncertified,0.93,0.8038067689554209,0.9220554254335548,0.8038067689554209,1,0.9220554254335548,1,44,,,
25,2000,ordinal_candidate_plus_cp_certification,0.93,0.8038067689554209,0.9220554254335548,,0,1.0,1,65,57,0.7512683078354607,0
25,2000,ordinal_pooled_candidate_uncertified,0.95,0.9534929682039354,0.9849002861153994,0.9534929682039354,1,0.9849002861153994,1,44,,,
25,2000,ordinal_candidate_plus_cp_certification,0.95,0.9534929682039354,0.9849002861153994,0.9534929682039354,1,0.9849002861153994,1,65,64,0.9021900138676313,1
25,2000,ordinal_pooled_candidate_uncertified,0.97,1.1306290799789056,0.9988677190776791,1.1306290799789056,1,0.9988677190776791,1,44,,,
25,2000,ordinal_candidate_plus_cp_certification,0.97,1.1306290799789056,0.9988677190776791,1.1306290799789056,1,0.9988677190776791,1,65,64,0.9021900138676313,1
26,2000,independent_mondrian_total_budget,,,,0.820444478992332,1,0.9334801585101431,1,55,,,
26,2000,direct_pac_split_matched,,0.922044074286047,0.9777960648739586,0.922044074286047,1,0.9777960648739586,1,49,49,0.9102981779915218,1
