n_str,repetition,class_j,class_k,m_j,m_k,true_ks,empirical_ks,dkw_ucb,two_sample_radius,two_sample_direct_ucb,two_sample_path_ucb,two_sample_ucb,ucb_reduction,dkw_covers,two_sample_covers,dkw_all_pairs_cover,two_sample_all_pairs_cover
500,94,3,4,110,19,0.009973297288075951,0.3368421052631579,0.8654323990958026,0.4762583329969441,0.8131004382601019,0.8131004382601019,0.8131004382601019,0.052331960835700686,1,1,1,1
500,95,0,1,168,125,0.009973297288075951,0.08033333333333334,0.35148630588489843,0.23023898336829152,0.3105723167016249,0.3105723167016249,0.3105723167016249,0.04091398918327355,1,1,1,1
500,95,0,2,168,99,0.019945036390476102,0.07665945165945176,0.36581567079631494,0.24679013656734394,0.3234495882267957,0.6691683165135742,0.3234495882267957,0.04236608256951924,1,1,1,1
500,95,0,3,168,90,0.029913659851819575,0.1650793650793651,0.4622198493141793,0.25431820199709493,0.41939756707646003,1.0,0.41939756707646003,0.04282228223771928,1,1,1,1
500,95,0,4,168,18,0.03987761167674496,0.24404761904761907,0.7532560772298613,0.4701905891717326,0.7142382082193517,1.0,0.7142382082193517,0.03901786901050963,1,1,1,1
500,95,1,2,125,99,0.009973297288075951,0.09632323232323231,0.40548464531429784,0.26227276748871703,0.35859599981194934,0.35859599981194934,0.35859599981194934,0.0468886455023485,1,1,1,1
500,95,1,3,125,90,0.019945036390476102,0.14088888888888884,0.4580345669779054,0.2694433262818568,0.41033221517074564,0.7789182551425085,0.41033221517074564,0.04770235180715976,1,1,1,1
500,95,1,4,125,18,0.029913659851819575,0.21999999999999997,0.7492136520364445,0.4813393063338748,0.7013393063338748,1.0,0.7013393063338748,0.047874345702569765,1,1,1,1
500,95,2,3,99,90,0.009973297288075951,0.13636363636363635,0.47151256103795103,0.2839586189669228,0.42032225533055917,0.42032225533055917,0.42032225533055917,0.05119030570739186,1,1,1,1
500,95,2,4,99,18,0.019945036390476102,0.19696969696969702,0.7441865955914397,0.49173081250488715,0.6887005094745842,1.0,0.6887005094745842,0.05548608611685557,1,1,1,1
500,95,3,4,90,18,0.009973297288075951,0.11111111111111116,0.6663122748308048,0.4964530619488031,0.6075641730599143,0.6075641730599143,0.6075641730599143,0.058748101770890515,1,1,1,1
500,96,0,1,167,126,0.009973297288075951,0.13164147894686817,0.4025910145113386,0.23001526436970857,0.3616567433165767,0.3616567433165767,0.3616567433165767,0.040934271194761895,1,1,1,1
500,96,0,2,167,90,0.019945036390476102,0.2065868263473054,0.5041027191606098,0.2545919021408639,0.4611787284881693,0.7687424418233528,0.4611787284881693,0.04292399067244046,1,1,1,1
500,96,0,3,167,102,0.029913659851819575,0.12069977691675471,0.4078078287286186,0.2448080149431058,0.3655077918598605,1.0,0.3655077918598605,0.042300036868758106,1,1,1,1
500,96,0,4,167,15,0.03987761167674496,0.36806387225548903,0.9142637845604797,0.5087740726560142,0.8768379449115031,1.0,0.8768379449115031,0.03742583964897661,1,1,1,1
500,96,1,2,126,90,0.009973297288075951,0.1380952380952381,0.45466207061866987,0.26899046041153807,0.4070856985067762,0.4070856985067762,0.4070856985067762,0.047576372111893694,1,1,1,1
500,96,1,3,126,102,0.019945036390476102,0.07843137254901966,0.384590364071011,0.2596553892663007,0.3380867618153204,0.8498275021735431,0.3380867618153204,0.04650360225569061,1,1,1,1
500,96,1,4,126,15,0.029913659851819575,0.33492063492063495,0.9001714869357531,0.5191649683511708,0.8540856032718057,1.0,0.8540856032718057,0.04608588366394739,1,1,1,1
500,96,2,3,90,102,0.009973297288075951,0.16078431372549018,0.4935096624963154,0.2819574899412767,0.44274180366676685,0.44274180366676685,0.44274180366676685,0.05076785882954854,1,1,1,1
500,96,2,4,90,15,0.019945036390476102,0.28888888888888886,0.880706098152841,0.5342151906006616,0.8231040794895504,1.0,0.8231040794895504,0.05760201866329051,1,1,1,1
500,96,3,4,102,15,0.009973297288075951,0.3215686274509804,0.902977995713492,0.5282384348593755,0.849807062310356,0.849807062310356,0.849807062310356,0.053170933403136056,1,1,1,1
500,97,0,1,148,109,0.009973297288075951,0.07922142325812051,0.3689093311552828,0.24601872923046944,0.32524015248858995,0.32524015248858995,0.32524015248858995,0.04366917866669284,1,1,1,1
500,97,0,2,148,122,0.019945036390476102,0.10124058484714227,0.382388542832909,0.23839460478040078,0.339635189627543,0.6538683635703226,0.339635189627543,0.042753353205365996,1,1,1,1
500,97,0,3,148,101,0.029913659851819575,0.07853893497457853,0.374283377699767,0.25152115421413995,0.3300600891887185,1.0,0.3300600891887185,0.04422328851104851,1,1,1,1
500,97,0,4,148,20,0.03987761167674496,0.2108108108108108,0.708548357120234,0.4541977135186683,0.6650085243294791,1.0,0.6650085243294791,0.04353983279075491,1,1,1,1
500,97,1,2,109,122,0.009973297288075951,0.07166491201684466,0.37492110129534584,0.256963299064888,0.3286282110817327,0.3286282110817327,0.3286282110817327,0.04629289021361316,1,1,1,1
500,97,1,3,109,101,0.019945036390476102,0.08856390226178579,0.4064165762797086,0.2692793081754614,0.3578432104372472,0.6767553143203138,0.3578432104372472,0.04857336584246141,1,1,1,1
500,97,1,4,109,20,0.029913659851819575,0.19357798165137616,0.7134237592535339,0.46691401605141114,0.6604919977027873,1.0,0.6604919977027873,0.052931761550746526,1,1,1,1
500,97,2,3,122,101,0.009973297288075951,0.08586268462911861,0.39517540873564594,0.2622644186094624,0.34812710323858104,0.34812710323858104,0.34812710323858104,0.0470483054970649,1,1,1,1
500,97,2,4,122,20,0.019945036390476102,0.16229508196721312,0.6736009096579753,0.4619362691104523,0.6242313510776655,0.9859495920924284,0.6242313510776655,0.04936955858030978,1,1,1,1
500,97,3,4,101,20,0.009973297288075951,0.16732673267326734,0.6932290451034512,0.4704957561805801,0.6378224888538474,0.6378224888538474,0.6378224888538474,0.05540655624960378,1,1,1,1
500,98,0,1,132,124,0.009973297288075951,0.08748778103616817,0.3753191511335542,0.24383268128722113,0.3313204623233893,0.3313204623233893,0.3313204623233893,0.04399868881016489,1,1,1,1
500,98,0,2,132,113,0.019945036390476102,0.14836417270045588,0.4431445774364039,0.24986184501504818,0.39822601771550403,0.7751500154505302,0.39822601771550403,0.044918559720899864,1,1,1,1
500,98,0,3,132,111,0.029913659851819575,0.1167076167076167,0.4128612682316655,0.2510671481601289,0.3677747648677456,1.0,0.3677747648677456,0.04508650336391995,1,1,1,1
500,98,0,4,132,20,0.03987761167674496,0.20606060606060606,0.7116747672746248,0.45866502573460904,0.664725631795215,1.0,0.664725631795215,0.04694913547940971,1,1,1,1
500,98,1,2,124,113,0.009973297288075951,0.19026548672566368,0.489544355145379,0.2535640664014772,0.4438295531271409,0.4438295531271409,0.4438295531271409,0.04571480201823808,1,1,1,1
500,98,1,3,124,111,0.019945036390476102,0.13637024120895092,0.437022356416767,0.25475366276916284,0.39112390397811375,0.8521950410821102,0.39112390397811375,0.04589845243865326,1,1,1,1
500,98,1,4,124,20,0.029913659851819575,0.2451612903225806,0.7552739152203666,0.4612474460845009,0.7064087364070815,1.0,0.7064087364070815,0.048865178813285115,1,1,1,1
500,98,2,3,113,111,0.009973297288075951,0.14781152834250177,0.45541267818887987,0.2605539596124676,0.40836548795496935,0.40836548795496935,0.40836548795496935,0.04704719023391052,1,1,1,1
500,98,2,4,113,20,0.019945036390476102,0.21902654867256638,0.7360882082089144,0.46528195240512676,0.6843085010776931,1.0,0.6843085010776931,0.051779707131221264,1,1,1,1
500,98,3,4,111,20,0.009973297288075951,0.2382882882882883,0.7567231946127371,0.46608582891458794,0.7043741172028762,0.7043741172028762,0.7043741172028762,0.052349077409860834,1,1,1,1
500,99,0,1,131,122,0.009973297288075951,0.07671130021273936,0.3662755567839243,0.2453086915919798,0.3220199918047192,0.3220199918047192,0.3220199918047192,0.04425556497920513,1,1,1,1
500,99,0,2,131,121,0.019945036390476102,0.06939625260235949,0.3595681741007851,0.24583208538233517,0.31522833798469463,0.6905848567664343,0.31522833798469463,0.04433983611609049,1,1,1,1
500,99,0,3,131,112,0.029913659851819575,0.09194383860414396,0.3879459524522684,0.2509002126141129,0.34284405121825684,1.0,0.34284405121825684,0.04510190123401159,1,1,1,1
500,99,0,4,131,14,0.03987761167674496,0.13576881134133043,0.7129756611408593,0.5330468306314551,0.6688156419727855,1.0,0.6688156419727855,0.04416001916807377,1,1,1,1
500,99,1,2,122,121,0.009973297288075951,0.11841213927652083,0.41373604357086724,0.2501527256851943,0.36856486496171514,0.36856486496171514,0.36856486496171514,0.045171178609152096,1,1,1,1
500,99,1,3,122,112,0.019945036390476102,0.11929156908665103,0.4204456657306963,0.2551433871692679,0.37443495625591894,0.7579944002978924,0.37443495625591894,0.04601070947477737,1,1,1,1
500,99,1,4,122,14,0.029913659851819575,0.10070257611241218,0.6830614087078618,0.535876939809897,0.6365795159223092,1.0,0.6365795159223092,0.04648189278555259,1,1,1,1
500,99,2,3,121,112,0.009973297288075951,0.1337809917355372,0.4355427533068231,0.25564854360064015,0.38942953533617736,0.38942953533617736,0.38942953533617736,0.04611321797064577,1,1,1,1
500,99,2,4,121,14,0.019945036390476102,0.1304604486422668,0.7134269461649572,0.5362122759036543,0.6666727245459211,1.0,0.6666727245459211,0.046754221619036085,1,1,1,1
500,99,3,4,112,14,0.009973297288075951,0.17857142857142855,0.7673681184438177,0.5394462505334455,0.718017679104874,0.718017679104874,0.718017679104874,0.049350439338943675,1,1,1,1
1000,0,0,1,315,239,0.009973297288075951,0.07005379557680808,0.2670422185248402,0.16721356542228558,0.23726736099909365,0.23726736099909365,0.23726736099909365,0.029774857525746573,1,1,1,1
1000,0,0,2,315,226,0.019945036390476102,0.08239921337266476,0.28237332923309433,0.16990654561268878,0.25230575898535357,0.4796907352507144,0.25230575898535357,0.03006757024774076,1,1,1,1
1000,0,0,3,315,191,0.029913659851819575,0.08234023103133048,0.29181714608743003,0.17864823828678966,0.26098846931812014,0.7546838049085738,0.26098846931812014,0.030828676769309893,1,1,1,1
1000,0,0,4,315,29,0.03987761167674496,0.2960043787629994,0.6899527017341821,0.3665122010150718,0.6625165797780712,1.0,0.6625165797780712,0.027436121956110893,1,1,1,1
1000,0,1,2,239,226,0.009973297288075951,0.06152108712556004,0.2750712210542071,0.1809022871260607,0.24242337425162075,0.24242337425162075,0.24242337425162075,0.03264784680258637,1,1,1,1
1000,0,1,3,239,191,0.019945036390476102,0.08517163574229447,0.30822456886661154,0.18920217163276015,0.2743738073750546,0.5174164439094802,0.2743738073750546,0.03385076149155691,1,1,1,1
1000,0,1,4,239,29,0.029913659851819575,0.24195642764391861,0.6494807686833188,0.3739347749580013,0.6158912026019199,1.0,0.6158912026019199,0.03358956608139896,1,1,1,1
1000,0,2,3,226,191,0.009973297288075951,0.08337580503173797,0.3094144310684525,0.19161726462612147,0.2749930696578594,0.2749930696578594,0.2749930696578594,0.0344213614105931,1,1,1,1
1000,0,2,4,226,29,0.019945036390476102,0.22505340250228872,0.6355634364540864,0.3755983645214336,0.6006517670237224,0.926771027632118,0.6006517670237224,0.034911669430364056,1,1,1,1
1000,0,3,4,191,29,0.009973297288075951,0.2708070048745261,0.6908198380219938,0.38097095309973256,0.6517779579742586,0.6517779579742586,0.6517779579742586,0.03904188004773512,1,1,1,1
1000,1,0,1,310,246,0.009973297288075951,0.03834251245738264,0.23455881519185673,0.16645316357685058,0.2047956760342332,0.2047956760342332,0.2047956760342332,0.02976313915762352,1,1,1,1
1000,1,0,2,310,234,0.019945036390476102,0.08450510063413286,0.2833489962161992,0.16880192844259748,0.2533070290767303,0.46278111195842736,0.2533070290767303,0.030041967139468884,1,1,1,1
1000,1,0,3,310,195,0.029913659851819575,0.12845326716294458,0.33745262656920694,0.17807495522336136,0.30652822238630595,0.7902741895167458,0.30652822238630595,0.03092440418290099,1,1,1,1
1000,1,0,4,310,15,0.03987761167674496,0.26344086021505375,0.7761342848695607,0.49124226155308504,0.7546831217681388,1.0,0.7546831217681388,0.02145116310142192,1,1,1,1
1000,1,1,2,246,234,0.009973297288075951,0.0799457994579946,0.2901203772211597,0.17803963646619955,0.25798543592419415,0.25798543592419415,0.25798543592419415,0.032134941296965536,1,1,1,1
1000,1,1,3,246,195,0.019945036390476102,0.10187617260787996,0.3222062141952411,0.18691182963913275,0.28878800224701273,0.5854785134825126,0.28878800224701273,0.03341821194822836,1,1,1,1
1000,1,1,4,246,15,0.029913659851819575,0.27723577235772356,0.8012598791933292,0.4970702618281284,0.774306034185852,1.0,0.774306034185852,0.026953845007477217,1,1,1,1
1000,1,2,3,234,195,0.009973297288075951,0.1384615384615384,0.36141917289649184,0.18903153909678,0.3274930775583184,0.3274930775583184,0.3274930775583184,0.03392609533817342,1,1,1,1
1000,1,2,4,234,15,0.019945036390476102,0.27692307692307694,0.8035747766062749,0.49843608332251227,0.7753591602455892,1.0,0.7753591602455892,0.028215616360685702,1,1,1,1
1000,1,3,4,195,15,0.009973297288075951,0.35897435897435903,0.8957815224817529,0.5037671973068775,0.8627415562812365,0.8627415562812365,0.8627415562812365,0.03303996620051641,1,1,1,1
1000,2,0,1,314,252,0.009973297288075951,0.10929127489637047,0.3036740415477023,0.1648744065047017,0.27416568140107217,0.27416568140107217,0.27416568140107217,0.029508360146630108,1,1,1,1
1000,2,0,2,314,195,0.019945036390476102,0.10390331536828354,0.31231197984219505,0.17762819119751624,0.2815315065657998,0.5279105328783518,0.2815315065657998,0.03078047327639527,1,1,1,1
1000,2,0,3,314,213,0.029913659851819575,0.1694177805687629,0.37279282947479664,0.17298555771733723,0.34240333828610015,0.8617025222290714,0.34240333828610015,0.030389491188696494,1,1,1,1
1000,2,0,4,314,26,0.03987761167674496,0.22268495835374816,0.633740329614221,0.3844019282234563,0.6070868865772044,1.0,0.6070868865772044,0.026653443037016555,1,1,1,1
1000,2,1,2,252,195,0.009973297288075951,0.06782661782661781,0.28691381826318746,0.18591823365066185,0.25374485147727965,0.25374485147727965,0.25374485147727965,0.033168966785907805,1,1,1,1
1000,2,1,3,252,213,0.019945036390476102,0.12413369103509941,0.3381872759037912,0.18145710286596317,0.3055907939010626,0.5875368408279993,0.3055907939010626,0.03259648200272863,1,1,1,1
1000,2,1,4,252,26,0.029913659851819575,0.20207570207570202,0.623809609298833,0.39015562164945644,0.5922313237251584,1.0,0.5922313237251584,0.03157828557367459,1,1,1,1
1000,2,2,3,195,213,0.009973297288075951,0.1405561574575659,0.3686356401488375,0.19323583189315374,0.33379198935071963,0.33379198935071963,0.33379198935071963,0.03484365079811785,1,1,1,1
1000,2,2,4,195,26,0.019945036390476102,0.18974358974358974,0.6255033947893005,0.39791636757527316,0.5876599573188629,0.8224314013624437,0.5876599573188629,0.03784343747043761,1,1,1,1
1000,2,3,4,213,26,0.009973297288075951,0.09353557240881183,0.5242617618866448,0.3951038396029123,0.4886394120117241,0.4886394120117241,0.4886394120117241,0.035622349874920634,1,1,1,1
1000,3,0,1,302,270,0.009973297288075951,0.06190826588177578,0.2546215009739526,0.1632943400087691,0.2252026058905449,0.2252026058905449,0.2252026058905449,0.029418895083407698,1,1,1,1
1000,3,0,2,302,210,0.019945036390476102,0.1103122043519395,0.3162881208157353,0.17510956772789948,0.285421772079839,0.4648771611652133,0.285421772079839,0.030866348735896332,1,1,1,1
1000,3,0,3,302,183,0.029913659851819575,0.06101400499402887,0.2749906212383089,0.182488789207584,0.24350279420161286,0.7664833160077051,0.24350279420161286,0.03148782703669606,1,1,1,1
1000,3,0,4,302,35,0.03987761167674496,0.21343424787133392,0.5822120705417764,0.3391731778754518,0.5526074257467857,1.0,0.5526074257467857,0.029604644794990698,1,1,1,1
1000,3,1,2,270,210,0.009973297288075951,0.060317460317460325,0.2716881811719919,0.1793570949572081,0.23967455527466844,0.23967455527466844,0.23967455527466844,0.032013625897323456,1,1,1,1
1000,3,1,3,270,183,0.019945036390476102,0.05312689738919241,0.2724983180242082,0.1865949228999781,0.2397218202891705,0.5412807101171602,0.2397218202891705,0.03277649773503771,1,1,1,1
1000,3,1,4,270,35,0.029913659851819575,0.17195767195767198,0.5461302990188502,0.342172744386606,0.5141304163442779,1.0,0.5141304163442779,0.03199988267457232,1,1,1,1
1000,3,2,3,210,183,0.009973297288075951,0.10444964871194379,0.33708375071857866,0.19715650613054794,0.30160615484249176,0.30160615484249176,0.30160615484249176,0.0354775958760869,1,1,1,1
1000,3,2,4,210,35,0.019945036390476102,0.1428571428571429,0.5302924512899403,0.3497259354746847,0.49258307833182763,0.8474293215257769,0.49258307833182763,0.037709372958112664,1,1,1,1
1000,3,3,4,183,35,0.009973297288075951,0.19141295862607333,0.5868489668393548,0.35441020805721174,0.5458231666832851,0.5458231666832851,0.5458231666832851,0.041025800156069714,1,1,1,1
1000,4,0,1,296,255,0.009973297288075951,0.08275039745627982,0.2792798448036543,0.1665733459703559,0.2493237434266357,0.2493237434266357,0.2493237434266357,0.029956101377018596,1,1,1,1
1000,4,0,2,296,230,0.019945036390476102,0.10975323149236194,0.31167925742305763,0.1713451766461394,0.28109840813850134,0.47674716515217175,0.28109840813850134,0.03058084928455629,1,1,1,1
1000,4,0,3,296,185,0.029913659851819575,0.11689189189189186,0.3311608630662212,0.1825938313149146,0.29948572320680644,0.736016556696445,0.29948572320680644,0.03167513985941478,1,1,1,1
1000,4,0,4,296,34,0.03987761167674496,0.2730524642289348,0.6467913159590573,0.34389147689599286,0.6169439411249277,1.0,0.6169439411249277,0.02984737483412958,1,1,1,1
1000,4,1,2,255,230,0.009973297288075951,0.0501278772378517,0.25937594668122754,0.17729554448768434,0.22742342172553603,0.22742342172553603,0.22742342172553603,0.03195252495569151,1,1,1,1
1000,4,1,3,255,185,0.019945036390476102,0.06189719130895602,0.2834882059959655,0.18823578418400985,0.25013297549296587,0.48669281326980923,0.25013297549296587,0.033355230502999655,1,1,1,1
1000,4,1,4,255,34,0.029913659851819575,0.22549019607843135,0.606551091321234,0.3479677691798395,0.5734579652582709,1.0,0.5734579652582709,0.03309312606296311,1,1,1,1
1000,4,2,3,230,185,0.009973297288075951,0.06674500587544058,0.29373259914577127,0.19252438566883265,0.2592693915442732,0.2592693915442732,0.2592693915442732,0.03446320760149807,1,1,1,1
1000,4,2,4,230,34,0.019945036390476102,0.2350383631713555,0.6214958369974793,0.35102065885650047,0.586059022027856,0.8621071528466453,0.586059022027856,0.035436814969623365,1,1,1,1
1000,4,3,4,185,34,0.009973297288075951,0.2446740858505565,0.643474504920314,0.35816367545181566,0.6028377613023721,0.6028377613023721,0.6028377613023721,0.040636743617941895,1,1,1,1
1000,5,0,1,314,242,0.009973297288075951,0.04845501921356005,0.24493474423977712,0.16674304813694515,0.2151980673505052,0.2151980673505052,0.2151980673505052,0.029736676889271924,1,1,1,1
1000,5,0,2,314,222,0.019945036390476102,0.04932002065760027,0.25041108153856817,0.17090196740719352,0.2202219880647938,0.4661916701772969,0.2202219880647938,0.03018909347377438,1,1,1,1
1000,5,0,3,314,182,0.029913659851819575,0.05952964233219005,0.27202924808169876,0.18144845856393674,0.24097810089612678,0.7093941838473975,0.24097810089612678,0.031051147185571976,1,1,1,1
1000,5,0,4,314,40,0.03987761167674496,0.16894904458598725,0.5181510522595234,0.3196234372031485,0.48857248178913576,1.0,0.48857248178913576,0.029578570470387644,1,1,1,1
1000,5,1,2,242,222,0.009973297288075951,0.06980120616484253,0.2836677613833538,0.18119239666194914,0.2509936028267917,0.2509936028267917,0.2509936028267917,0.03267415855656214,1,1,1,1
1000,5,1,3,242,182,0.019945036390476102,0.06893106893106893,0.294206169018121,0.1912508061770276,0.26018187510809654,0.4941961164968922,0.26018187510809654,0.03402429391002448,1,1,1,1
1000,5,1,4,242,40,0.029913659851819575,0.1964876033057851,0.5584651053168646,0.32688676112724235,0.5233743644330274,0.990729528347351,0.5233743644330274,0.035090740883837124,1,1,1,1
1000,5,2,3,222,182,0.009973297288075951,0.04826254826254825,0.27814898420435114,0.19493996540755232,0.24320251367010057,0.24320251367010057,0.24320251367010057,0.03494647053425057,1,1,1,1
1000,5,2,4,222,40,0.019945036390476102,0.1551801801801802,0.5217690180460105,0.32957245024045817,0.4847526304206384,0.7397359255205593,0.4847526304206384,0.03701638762537213,1,1,1,1
1000,5,3,4,182,40,0.009973297288075951,0.16016483516483515,0.5381622178992063,0.3363685766856236,0.49653341185045874,0.49653341185045874,0.49653341185045874,0.041628806048747524,1,1,1,1
1000,6,0,1,301,265,0.009973297288075951,0.08041120792327461,0.27420999920020594,0.16423119517130505,0.24464240309457966,0.24464240309457966,0.24464240309457966,0.029567596105626287,1,1,1,1
1000,6,0,2,301,220,0.019945036390476102,0.09362730292962856,0.29717633216440276,0.17288728212658497,0.2665145850562135,0.47957459683385834,0.2665145850562135,0.030661747108189252,1,1,1,1
1000,6,0,3,301,180,0.029913659851819575,0.13362864525655227,0.3487592143631472,0.1835372462964288,0.3171658915529811,0.7608593752669652,0.3171658915529811,0.031593322810166136,1,1,1,1
1000,6,0,4,301,34,0.03987761167674496,0.24408833300762162,0.6170381492579221,0.34345664015485144,0.5875449731624731,1.0,0.5875449731624731,0.029493176095448992,1,1,1,1
1000,6,1,2,265,220,0.009973297288075951,0.05711835334476845,0.2668368409814236,0.17781384039451023,0.23493219373927868,0.23493219373927868,0.23493219373927868,0.031904647242144896,1,1,1,1
1000,6,1,3,265,180,0.019945036390476102,0.07442348008385746,0.2957235075923334,0.1882268564921341,0.26265033657599157,0.5162169721723855,0.26265033657599157,0.03307317101634183,1,1,1,1
1000,6,1,4,265,34,0.029913659851819575,0.18435072142064374,0.5634699960728252,0.34687953542190214,0.5312302568425459,0.999536265024147,0.5312302568425459,0.03223973923027934,1,1,1,1
1000,6,2,3,220,180,0.009973297288075951,0.08535353535353535,0.3164038008198541,0.1959312430795715,0.28128477843310684,0.28128477843310684,0.28128477843310684,0.035119022386747245,1,1,1,1
1000,6,2,4,220,34,0.019945036390476102,0.160427807486631,0.5492973200966553,0.3523987887635779,0.5128265962502089,0.7646040712848683,0.5128265962502089,0.03647072384644645,1,1,1,1
1000,6,3,4,180,34,0.009973297288075951,0.12418300653594772,0.5246340590177928,0.3591362863158138,0.4833192928517615,0.4833192928517615,0.4833192928517615,0.0413147661660313,1,1,1,1
1000,7,0,1,305,255,0.009973297288075951,0.07084538733526202,0.26596859074923285,0.16542702639883847,0.2362724137341005,0.2362724137341005,0.2362724137341005,0.029696177015132358,1,1,1,1
1000,7,0,2,305,209,0.019945036390476102,0.07056239705074907,0.27634493574452856,0.17499665454654706,0.24555905159729613,0.49313476150027546,0.24555905159729613,0.030785884147232434,1,1,1,1
1000,7,0,3,305,195,0.029913659851819575,0.08591845313156787,0.2956724602450861,0.17864776362160956,0.26456621675317743,0.77840856211497,0.26456621675317743,0.03110624349190866,1,1,1,1
1000,7,0,4,305,36,0.03987761167674496,0.10464480874316934,0.4691128718469011,0.33489817914011727,0.4395429878832866,1.0,0.4395429878832866,0.029569883963614485,1,1,1,1
1000,7,1,2,255,209,0.009973297288075951,0.07496012759170656,0.28947095373156984,0.18190222017446844,0.256862347766175,0.256862347766175,0.256862347766175,0.03260860596539483,1,1,1,1
1000,7,1,3,255,195,0.019945036390476102,0.1088989441930619,0.32738123875266395,0.1854367591367587,0.2943357033298206,0.5421361483808695,0.2943357033298206,0.03304553542284333,1,1,1,1
1000,7,1,4,255,36,0.029913659851819575,0.1437908496732026,0.5169872002230181,0.3397834116293038,0.4835742613025064,1.0,0.4835742613025064,0.033412938920511726,1,1,1,1
1000,7,2,3,209,195,0.009973297288075951,0.09115445957551216,0.3202960894149228,0.19411934103918238,0.28527380061469454,0.28527380061469454,0.28527380061469454,0.035022288800228285,1,1,1,1
1000,7,2,4,209,36,0.019945036390476102,0.10738968633705474,0.49124537216667896,0.34590266422112037,0.45329235055817513,0.7685436431099707,0.45329235055817513,0.037953021608503834,1,1,1,1
1000,7,3,4,195,36,0.009973297288075951,0.13504273504273503,0.522869889292098,0.34822710745254115,0.48326984249527616,0.48326984249527616,0.48326984249527616,0.03960004679682183,1,1,1,1
1000,8,0,1,277,247,0.009973297288075951,0.0694543913240474,0.2708120289450995,0.17062197774988538,0.2400763690739328,0.2400763690739328,0.2400763690739328,0.030735659871166693,1,1,1,1
1000,8,0,2,277,241,0.019945036390476102,0.12015219377743158,0.3227910744913244,0.17173780861414437,0.2918900023915759,0.5009580635993249,0.2918900023915759,0.03090107209974846,1,1,1,1
1000,8,0,3,277,194,0.029913659851819575,0.06632178346793705,0.2809727759637786,0.1824591289736819,0.24878091244161896,0.7926242405973998,0.24878091244161896,0.032191863522159664,1,1,1,1
1000,8,0,4,277,41,0.03987761167674496,0.225323588975962,0.5773101203365852,0.31968950363343085,0.5450130926093928,1.0,0.5450130926093928,0.03229702772719245,1,1,1,1
1000,8,1,2,247,241,0.009973297288075951,0.08434827893224917,0.29275594524221815,0.176533415593143,0.26088169452539217,0.26088169452539217,0.26088169452539217,0.03187425071682598,1,1,1,1
1000,8,1,3,247,194,0.019945036390476102,0.0451813514754372,0.265601129567355,0.18701059436738007,0.23219194584281727,0.5525478715234671,0.23219194584281727,0.03340918372453772,1,1,1,1
1000,8,1,4,247,41,0.029913659851819575,0.20539152759948653,0.563146844556186,0.323002740947368,0.5283942685468546,1.0,0.5283942685468546,0.03475257600933146,1,1,1,1
1000,8,2,3,241,194,0.009973297288075951,0.10362749711254651,0.32532851829730497,0.1880386798855283,0.29166617699807484,0.29166617699807484,0.29166617699807484,0.033662341299230125,1,1,1,1
1000,8,2,4,241,41,0.019945036390476102,0.14512701143608953,0.5041635714856296,0.32374595360189945,0.468872965037989,0.811977720534717,0.468872965037989,0.03529060644764065,1,1,1,1
1000,8,3,4,194,41,0.009973297288075951,0.18946442041740008,0.560513092248889,0.3308471231192421,0.5203115435366421,0.5203115435366421,0.5203115435366421,0.040201548712246904,1,1,1,1
1000,9,0,1,295,271,0.009973297288075951,0.10235787103633748,0.2959928768963258,0.1640506761168663,0.2664085471532038,0.2664085471532038,0.2664085471532038,0.02958432974312203,1,1,1,1
1000,9,0,2,295,223,0.019945036390476102,0.10520635403207423,0.30896400551338615,0.1729694242350544,0.27817577826712864,0.4887348820120516,0.27817577826712864,0.030788227246257516,1,1,1,1
1000,9,0,3,295,186,0.029913659851819575,0.09356661199198102,0.307673678403573,0.18241643828995371,0.2759830502819347,0.7529170250270033,0.2759830502819347,0.03169062812163831,1,1,1,1
1000,9,0,4,295,25,0.03987761167674496,0.13830508474576264,0.5585937224083594,0.39259743376087947,0.530902518506642,1.0,0.530902518506642,0.02769120390171731,1,1,1,1
1000,9,1,2,271,223,0.009973297288075951,0.04606754587725248,0.25393238018085085,0.17625878898159536,0.22232633485884784,0.22232633485884784,0.22232633485884784,0.03160604532200301,1,1,1,1
1000,9,1,3,271,186,0.019945036390476102,0.10887592746895203,0.32709017670283047,0.18556245523318843,0.29443838270214046,0.4865084778737995,0.29443838270214046,0.032651794000690015,1,1,1,1
1000,9,1,4,271,25,0.029913659851819575,0.1669372693726937,0.5913330898575769,0.3947998312994429,0.5617371006721366,1.0,0.5617371006721366,0.029595989185440374,1,1,1,1
1000,9,2,3,223,186,0.009973297288075951,0.07059163894112541,0.29892853379632744,0.19359050407382625,0.2641821430149517,0.2641821430149517,0.2641821430149517,0.03474639078137576,1,1,1,1
1000,9,2,4,223,25,0.019945036390476102,0.13955156950672643,0.5740700356129332,0.4003090861471546,0.539860655653881,0.7812154392088025,0.539860655653881,0.034209379959052266,1,1,1,1
1000,9,3,4,186,25,0.009973297288075951,0.11096774193548387,0.5558356229719708,0.40606555425836693,0.5170332961938509,0.5170332961938509,0.5170332961938509,0.0388023267781199,1,1,1,1
1000,10,0,1,316,219,0.009973297288075951,0.08836194439627765,0.2899075396297168,0.17135451403328297,0.2597164584295606,0.2597164584295606,0.2597164584295606,0.030191081200156233,1,1,1,1
