scenario,n_cal,method,class_id,repetitions,mean_coverage,finite_threshold_rate,infinite_threshold_rate,mean_selected_radius,mean_certified_epsilon,mean_own_calibration_count,mean_pooled_calibration_count,mean_marginal_coverage,mean_worst_class_coverage
strong_smoothness,200,adaptive_certified_v0_3,0,100,0.9086150872178006,1,0,0,0.0,61.2,61.2,,
strong_smoothness,200,adaptive_certified_v0_3,1,100,0.9123667370331772,1,0,0,0.0,49.8,49.8,,
strong_smoothness,200,adaptive_certified_v0_3,2,100,0.911090912781479,1,0,0,0.0,43.64,43.64,,
strong_smoothness,200,adaptive_certified_v0_3,3,100,0.9108594017351118,1,0,0,0.0,39.45,39.45,,
strong_smoothness,200,adaptive_certified_v0_3,4,100,0.9892636660222722,0.51,0.49,1.5,0.08180483893825391,5.91,67.15,,
strong_smoothness,200,fixed_ordinal_pooling_h1,0,100,0.9077690108865895,1,0,0,0.0,61.2,111,,
strong_smoothness,200,fixed_ordinal_pooling_h1,1,100,0.9044266843886014,1,0,0,0.0,49.8,154.64,,
strong_smoothness,200,fixed_ordinal_pooling_h1,2,100,0.9038308217030372,1,0,0,0.0,43.64,132.89,,
strong_smoothness,200,fixed_ordinal_pooling_h1,3,100,0.904274093375988,1,0,0,0.0,39.45,89,,
strong_smoothness,200,fixed_ordinal_pooling_h1,4,100,0.9086688683211821,1,0,1.5,0.08180483893825391,5.91,45.36,,
strong_smoothness,200,independent_mondrian,0,100,0.9086150872178006,1,0,0,0.0,61.2,61.2,,
strong_smoothness,200,independent_mondrian,1,100,0.9123667370331772,1,0,0,0.0,49.8,49.8,,
strong_smoothness,200,independent_mondrian,2,100,0.911090912781479,1,0,0,0.0,43.64,43.64,,
strong_smoothness,200,independent_mondrian,3,100,0.9108594017351118,1,0,0,0.0,39.45,39.45,,
strong_smoothness,200,independent_mondrian,4,100,0.9886013689467338,0.09999999999999998,0.9,1.5,0.08180483893825391,5.91,5.91,,
strong_smoothness,400,adaptive_approximate,0,100,0.9025111454607592,1,0,0,0.0,118.84,118.84,,
strong_smoothness,400,adaptive_approximate,1,100,0.9034349868088611,1,0,0,0.0,98.97,98.97,,
strong_smoothness,400,adaptive_approximate,2,100,0.9081877952343685,1,0,0,0.0,88.39,88.39,,
strong_smoothness,400,adaptive_approximate,3,100,0.9045280389331011,1,0,0,0.0,81.11,81.11,,
strong_smoothness,400,adaptive_approximate,4,100,0.9354654351663725,0.83,0.17,0.02,0.0007319464319421445,12.69,14.4,,
strong_smoothness,400,adaptive_certified_v0_3,0,100,0.9025111454607592,1,0,0,0.0,118.84,118.84,,
strong_smoothness,400,adaptive_certified_v0_3,1,100,0.9034349868088611,1,0,0,0.0,98.97,98.97,,
strong_smoothness,400,adaptive_certified_v0_3,2,100,0.9081877952343685,1,0,0,0.0,88.39,88.39,,
strong_smoothness,400,adaptive_certified_v0_3,3,100,0.9045280389331011,1,0,0,0.0,81.11,81.11,,
strong_smoothness,400,adaptive_certified_v0_3,4,100,0.9361147418961662,0.83,0.17,0.02,0.0007319464319421445,12.69,14.4,,
strong_smoothness,400,fixed_ordinal_pooling_h1,0,100,0.9016219532208711,1,0,0,0.0,118.84,217.81,,
strong_smoothness,400,fixed_ordinal_pooling_h1,1,100,0.9008236637507827,1,0,0,0.0,98.97,306.2,,
strong_smoothness,400,fixed_ordinal_pooling_h1,2,100,0.9014713906902281,1,0,0,0.0,88.39,268.47,,
strong_smoothness,400,fixed_ordinal_pooling_h1,3,100,0.901103271101378,1,0,0,0.0,81.11,182.19,,
strong_smoothness,400,fixed_ordinal_pooling_h1,4,100,0.897999708089382,1,0,0.02,0.0007319464319421445,12.69,93.8,,
strong_smoothness,400,independent_mondrian,0,100,0.9025111454607592,1,0,0,0.0,118.84,118.84,,
strong_smoothness,400,independent_mondrian,1,100,0.9034349868088611,1,0,0,0.0,98.97,98.97,,
strong_smoothness,400,independent_mondrian,2,100,0.9081877952343685,1,0,0,0.0,88.39,88.39,,
strong_smoothness,400,independent_mondrian,3,100,0.9045280389331011,1,0,0,0.0,81.11,81.11,,
strong_smoothness,400,independent_mondrian,4,100,0.9361181237020505,0.83,0.17,0.02,0.0007319464319421445,12.69,12.69,,
strong_smoothness,800,adaptive_approximate,0,100,0.9002567204557007,1,0,0,0.0,241.06,241.06,,
strong_smoothness,800,adaptive_approximate,1,100,0.9044428791019851,1,0,0,0.0,197.64,197.64,,
strong_smoothness,800,adaptive_approximate,2,100,0.8979269460406903,1,0,0,0.0,175.13,175.13,,
strong_smoothness,800,adaptive_approximate,3,100,0.902159925995395,1,0,0,0.0,162.39,162.39,,
strong_smoothness,800,adaptive_approximate,4,100,0.9181803034597195,1,0,0,0.0,23.78,23.78,,
strong_smoothness,800,adaptive_certified_v0_3,0,100,0.9002567204557007,1,0,0,0.0,241.06,241.06,,
strong_smoothness,800,adaptive_certified_v0_3,1,100,0.9044428791019851,1,0,0,0.0,197.64,197.64,,
strong_smoothness,800,adaptive_certified_v0_3,2,100,0.8979269460406903,1,0,0,0.0,175.13,175.13,,
strong_smoothness,800,adaptive_certified_v0_3,3,100,0.902159925995395,1,0,0,0.0,162.39,162.39,,
strong_smoothness,800,adaptive_certified_v0_3,4,100,0.9181803034597195,1,0,0,0.0,23.78,23.78,,
strong_smoothness,800,fixed_ordinal_pooling_h1,0,100,0.9035507526475394,1,0,0,0.0,241.06,438.7,,
strong_smoothness,800,fixed_ordinal_pooling_h1,1,100,0.8995650318944554,1,0,0,0.0,197.64,613.83,,
strong_smoothness,800,fixed_ordinal_pooling_h1,2,100,0.8996997757528747,1,0,0,0.0,175.13,535.16,,
strong_smoothness,800,fixed_ordinal_pooling_h1,3,100,0.897930986958048,1,0,0,0.0,162.39,361.3,,
strong_smoothness,800,fixed_ordinal_pooling_h1,4,100,0.89739262526141,1,0,0,0.0,23.78,186.17,,
strong_smoothness,800,independent_mondrian,0,100,0.9002567204557007,1,0,0,0.0,241.06,241.06,,
strong_smoothness,800,independent_mondrian,1,100,0.9044428791019851,1,0,0,0.0,197.64,197.64,,
strong_smoothness,800,independent_mondrian,2,100,0.8979269460406903,1,0,0,0.0,175.13,175.13,,
strong_smoothness,800,independent_mondrian,3,100,0.902159925995395,1,0,0,0.0,162.39,162.39,,
strong_smoothness,800,independent_mondrian,4,100,0.9181803034597195,1,0,0,0.0,23.78,23.78,,
strong_smoothness,1600,adaptive_approximate,0,100,0.8972331724844784,1,0,0,0.0,477.89,477.89,,
strong_smoothness,1600,adaptive_approximate,1,100,0.8998060878358896,1,0,0,0.0,401.52,401.52,,
strong_smoothness,1600,adaptive_approximate,2,100,0.8983225502689478,1,0,0,0.0,350.63,350.63,,
strong_smoothness,1600,adaptive_approximate,3,100,0.9018941484929804,1,0,0,0.0,321.21,321.21,,
strong_smoothness,1600,adaptive_approximate,4,100,0.9034935823874201,1,0,0,0.0,48.75,48.75,,
strong_smoothness,1600,adaptive_certified_v0_3,0,100,0.8972331724844784,1,0,0,0.0,477.89,477.89,,
strong_smoothness,1600,adaptive_certified_v0_3,1,100,0.8998060878358896,1,0,0,0.0,401.52,401.52,,
strong_smoothness,1600,adaptive_certified_v0_3,2,100,0.8983225502689478,1,0,0,0.0,350.63,350.63,,
strong_smoothness,1600,adaptive_certified_v0_3,3,100,0.9018941484929804,1,0,0,0.0,321.21,321.21,,
strong_smoothness,1600,adaptive_certified_v0_3,4,100,0.9034935823874201,1,0,0,0.0,48.75,48.75,,
strong_smoothness,1600,fixed_ordinal_pooling_h1,0,100,0.8997890402533477,1,0,0,0.0,477.89,879.41,,
strong_smoothness,1600,fixed_ordinal_pooling_h1,1,100,0.8972180389536463,1,0,0,0.0,401.52,1230.04,,
strong_smoothness,1600,fixed_ordinal_pooling_h1,2,100,0.8990128729782655,1,0,0,0.0,350.63,1073.36,,
strong_smoothness,1600,fixed_ordinal_pooling_h1,3,100,0.8970762030476738,1,0,0,0.0,321.21,720.59,,
strong_smoothness,1600,fixed_ordinal_pooling_h1,4,100,0.8972780792796801,1,0,0,0.0,48.75,369.96,,
strong_smoothness,1600,independent_mondrian,0,100,0.8972331724844784,1,0,0,0.0,477.89,477.89,,
strong_smoothness,1600,independent_mondrian,1,100,0.8998060878358896,1,0,0,0.0,401.52,401.52,,
strong_smoothness,1600,independent_mondrian,2,100,0.8983225502689478,1,0,0,0.0,350.63,350.63,,
strong_smoothness,1600,independent_mondrian,3,100,0.9018941484929804,1,0,0,0.0,321.21,321.21,,
strong_smoothness,1600,independent_mondrian,4,100,0.9034935823874201,1,0,0,0.0,48.75,48.75,,
strong_smoothness,200,independent_mondrian,ALL,100,,,,,,,,0.912934,0.8658228257761976
strong_smoothness,200,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9053922,0.8797735160616492
strong_smoothness,200,adaptive_approximate,ALL,100,,,,,,,,0.9103972,0.8647301979851566
strong_smoothness,200,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9129555,0.8673529716589187
strong_smoothness,400,independent_mondrian,ALL,100,,,,,,,,0.9053956,0.862431806704795
strong_smoothness,400,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.901178,0.8791500192534204
strong_smoothness,400,adaptive_approximate,ALL,100,,,,,,,,0.9053763,0.862431806704795
strong_smoothness,400,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9053955,0.862431806704795
strong_smoothness,800,independent_mondrian,ALL,100,,,,,,,,0.9017164,0.8671485262965012
strong_smoothness,800,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9004016,0.8843658836079908
strong_smoothness,800,adaptive_approximate,ALL,100,,,,,,,,0.9017164,0.8671485262965012
strong_smoothness,800,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9017164,0.8671485262965012
strong_smoothness,1600,independent_mondrian,ALL,100,,,,,,,,0.8992336,0.8740866179868321
strong_smoothness,1600,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.8983587,0.8875127900332779
strong_smoothness,1600,adaptive_approximate,ALL,100,,,,,,,,0.8992336,0.8740866179868321
strong_smoothness,1600,adaptive_certified_v0_3,ALL,100,,,,,,,,0.8992336,0.8740866179868321
moderate_smoothness,200,independent_mondrian,ALL,100,,,,,,,,0.9128064,0.8643066991368195
moderate_smoothness,200,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9047296,0.8660203228404162
moderate_smoothness,200,adaptive_approximate,ALL,100,,,,,,,,0.9128064,0.8643066991368195
moderate_smoothness,200,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9128064,0.8643066991368195
moderate_smoothness,400,independent_mondrian,ALL,100,,,,,,,,0.901829,0.8547250215761307
moderate_smoothness,400,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9000494,0.8649821825787236
moderate_smoothness,400,adaptive_approximate,ALL,100,,,,,,,,0.901829,0.8547250215761307
moderate_smoothness,400,adaptive_certified_v0_3,ALL,100,,,,,,,,0.901829,0.8547250215761307
moderate_smoothness,800,independent_mondrian,ALL,100,,,,,,,,0.9029276,0.8730411310230412
moderate_smoothness,800,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9020631,0.8710745702778638
moderate_smoothness,800,adaptive_approximate,ALL,100,,,,,,,,0.9029276,0.8730411310230412
moderate_smoothness,800,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9029276,0.8730411310230412
moderate_smoothness,1600,independent_mondrian,ALL,100,,,,,,,,0.9004272,0.8736066957237153
moderate_smoothness,1600,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9002502,0.8700106164426581
moderate_smoothness,1600,adaptive_approximate,ALL,100,,,,,,,,0.9004272,0.8736066957237153
moderate_smoothness,1600,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9004272,0.8736066957237153
local_discontinuity,200,independent_mondrian,ALL,100,,,,,,,,0.9123808,0.8621572176830692
local_discontinuity,200,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9054889,0.8225547586734439
local_discontinuity,200,adaptive_approximate,ALL,100,,,,,,,,0.9103515,0.8619538295643577
local_discontinuity,200,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9126505,0.8637892815119684
local_discontinuity,400,independent_mondrian,ALL,100,,,,,,,,0.9068311,0.8595300296029222
local_discontinuity,400,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9037192000000001,0.8221966535559768
local_discontinuity,400,adaptive_approximate,ALL,100,,,,,,,,0.9068311,0.8595300296029222
local_discontinuity,400,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9068311,0.8595300296029222
local_discontinuity,800,independent_mondrian,ALL,100,,,,,,,,0.9033338,0.8648220011484319
local_discontinuity,800,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.9018773,0.8163370989847736
local_discontinuity,800,adaptive_approximate,ALL,100,,,,,,,,0.9033338,0.8648220011484319
local_discontinuity,800,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9033338,0.8648220011484319
local_discontinuity,1600,independent_mondrian,ALL,100,,,,,,,,0.9011296,0.8737305018398883
local_discontinuity,1600,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.900697,0.8145148701378533
local_discontinuity,1600,adaptive_approximate,ALL,100,,,,,,,,0.9011296,0.8737305018398883
local_discontinuity,1600,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9011296,0.8737305018398883
no_ordinal_structure,200,independent_mondrian,ALL,100,,,,,,,,0.9151611,0.8696196339831729
no_ordinal_structure,200,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.8851203,0.7004466068072371
no_ordinal_structure,200,adaptive_approximate,ALL,100,,,,,,,,0.9151611,0.8696196339831729
no_ordinal_structure,200,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9151611,0.8696196339831729
no_ordinal_structure,400,independent_mondrian,ALL,100,,,,,,,,0.9050277,0.8617533017390894
no_ordinal_structure,400,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.8790356,0.689830421786858
no_ordinal_structure,400,adaptive_approximate,ALL,100,,,,,,,,0.9050277,0.8617533017390894
no_ordinal_structure,400,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9050277,0.8617533017390894
no_ordinal_structure,800,independent_mondrian,ALL,100,,,,,,,,0.9016735,0.8646829271900709
no_ordinal_structure,800,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.8781079,0.6902199339704145
no_ordinal_structure,800,adaptive_approximate,ALL,100,,,,,,,,0.9016735,0.8646829271900709
no_ordinal_structure,800,adaptive_certified_v0_3,ALL,100,,,,,,,,0.9016735,0.8646829271900709
no_ordinal_structure,1600,independent_mondrian,ALL,100,,,,,,,,0.8991577,0.8734495379607707
no_ordinal_structure,1600,fixed_ordinal_pooling_h1,ALL,100,,,,,,,,0.8766844,0.687261693079811
no_ordinal_structure,1600,adaptive_approximate,ALL,100,,,,,,,,0.8991577,0.8734495379607707
no_ordinal_structure,1600,adaptive_certified_v0_3,ALL,100,,,,,,,,0.8991577,0.8734495379607707
